,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
5,2022-2023,Lucas Moura,29,841,126.0,172cm," FW-MF (AM-WM, right)",2.142857142857143,0.0,0.0,1. Premier League,Tottenham
0,2017-2018,Christian Atsu,25,625,1784.0,172cm," FW-MF (WM, left)",0.6565656565656566,0.1,0.1,1. Premier League,Newcastle Utd
1,2018-2019,Christian Atsu,26,676,1493.0,172cm," FW-MF (WM, left)",0.6024096385542168,0.0,0.06,1. Premier League,Newcastle Utd
2,2019-2020,Christian Atsu,27,729,749.0,172cm," FW-MF (WM, left)",0.7228915662650601,0.36,0.0,1. Premier League,Newcastle Utd
0,2021-2022,Sergi Canós,24,576,2083.0,175cm, DF-FW-MF (AM-WM),0.3896103896103896,0.09,0.13,1. Premier League,Brentford
1,2022-2023,Sergi Canós,25,625,77.0,175cm, DF-FW-MF (AM-WM),0.0,0.0,0.0,1. Premier League,Brentford
0,2017-2018,Mark Noble,30,900,2400.0,180cm, MF (AM-CM-DM),0.37453183520599254,0.0,0.15,1. Premier League,West Ham
1,2018-2019,Mark Noble,31,961,2291.0,180cm, MF (AM-CM-DM),0.3137254901960784,0.2,0.2,1. Premier League,West Ham
2,2019-2020,Mark Noble,32,1024,2674.0,180cm, MF (AM-CM-DM),0.5050505050505051,0.1,0.13,1. Premier League,West Ham
3,2020-2021,Mark Noble,33,1089,712.0,180cm, MF (AM-CM-DM),0.37974683544303794,0.0,0.0,1. Premier League,West Ham
4,2021-2022,Mark Noble,34,1156,332.0,180cm, MF (AM-CM-DM),0.27027027027027023,0.0,0.27,1. Premier League,West Ham
0,2021-2022,Vitaly Janelt,23,529,2298.0,178cm, MF (CM),1.2941176470588236,0.0,0.16,1. Premier League,Brentford
1,2022-2023,Vitaly Janelt,24,576,1623.0,178cm, MF (CM),1.4444444444444444,0.06,0.17,1. Premier League,Brentford
0,2019-2020,Japhet Tanganga,20,400,525.0,184cm, DF,3.103448275862069,0.0,0.0,1. Premier League,Tottenham
1,2020-2021,Japhet Tanganga,21,441,487.0,184cm, DF,2.222222222222222,0.0,0.0,1. Premier League,Tottenham
2,2021-2022,Japhet Tanganga,22,484,735.0,184cm, DF,1.829268292682927,0.0,0.0,1. Premier League,Tottenham
3,2022-2023,Japhet Tanganga,23,529,142.0,184cm, DF,3.75,0.0,0.0,1. Premier League,Tottenham
0,2017-2018,Geoff Cameron,32,1024,1525.0,191cm, DF-MF (CB-DM),2.307692307692308,0.0,0.0,1. Premier League,Stoke City
0,2019-2020,Joelinton,22,484,2683.0,190cm, FW-MF (WM),5.671140939597315,0.07,0.07,1. Premier League,Newcastle Utd
1,2020-2021,Joelinton,23,529,1983.0,190cm, FW-MF (WM),3.6818181818181817,0.09,0.18,1. Premier League,Newcastle Utd
2,2021-2022,Joelinton,24,576,2558.0,190cm, FW-MF (WM),3.4859154929577465,0.04,0.14,1. Premier League,Newcastle Utd
3,2022-2023,Joelinton,25,625,2132.0,190cm, FW-MF (WM),1.9409282700421941,0.04,0.17,1. Premier League,Newcastle Utd
0,2018-2019,Matt Doherty,26,676,3144.0,182cm," DF-MF (FB-WM, right)",4.154727793696275,0.14,0.11,1. Premier League,Wolves
1,2019-2020,Matt Doherty,27,729,2839.0,182cm," DF-MF (FB-WM, right)",4.190476190476191,0.1,0.13,1. Premier League,Wolves
2,2020-2021,Matt Doherty,28,784,1240.0,182cm," DF-MF (FB-WM, right)",3.550724637681159,0.15,0.0,1. Premier League,Tottenham
3,2021-2022,Matt Doherty,29,841,875.0,182cm," DF-MF (FB-WM, right)",1.6494845360824744,0.41,0.21,1. Premier League,Tottenham
4,2022-2023,Matt Doherty,30,900,667.0,182cm," DF-MF (FB-WM, right)",2.7027027027027026,0.0,0.13,1. Premier League,Tottenham
0,2017-2018,Allan Nyom,29,841,2310.0,186cm," DF-MF (FB, right)",0.8171206225680934,0.04,0.0,1. Premier League,West Brom
0,2017-2018,João Mário,24,576,1022.0,179cm, FW-MF (AM-CM),1.0979060554612337,0.09,0.18,1. Premier League,West Ham
0,2017-2018,James Tomkins,28,784,2387.0,190cm," DF-MF (CB-DM, right)",4.339622641509434,0.0,0.11,1. Premier League,Crystal Palace
1,2018-2019,James Tomkins,29,841,2560.0,190cm," DF-MF (CB-DM, right)",3.204225352112676,0.04,0.04,1. Premier League,Crystal Palace
2,2019-2020,James Tomkins,30,900,1582.0,190cm," DF-MF (CB-DM, right)",3.4090909090909087,0.06,0.06,1. Premier League,Crystal Palace
3,2020-2021,James Tomkins,31,961,553.0,190cm," DF-MF (CB-DM, right)",1.8032786885245902,0.0,0.0,1. Premier League,Crystal Palace
4,2021-2022,James Tomkins,32,1024,547.0,190cm," DF-MF (CB-DM, right)",1.639344262295082,0.0,0.16,1. Premier League,Crystal Palace
5,2022-2023,James Tomkins,33,1089,338.0,190cm," DF-MF (CB-DM, right)",1.5789473684210527,0.0,0.27,1. Premier League,Crystal Palace
0,2017-2018,Wilfried Zaha,24,576,2549.0,180cm, FW-MF (AM-WM),0.1413427561837456,0.11,0.32,1. Premier League,Crystal Palace
1,2018-2019,Wilfried Zaha,25,625,3036.0,180cm, FW-MF (AM-WM),0.2670623145400593,0.15,0.3,1. Premier League,Crystal Palace
2,2019-2020,Wilfried Zaha,26,676,3280.0,180cm, FW-MF (AM-WM),0.27472527472527475,0.08,0.11,1. Premier League,Crystal Palace
3,2020-2021,Wilfried Zaha,27,729,2612.0,180cm, FW-MF (AM-WM),0.3103448275862069,0.07,0.38,1. Premier League,Crystal Palace
4,2021-2022,Wilfried Zaha,28,784,2760.0,180cm, FW-MF (AM-WM),0.39087947882736157,0.03,0.46,1. Premier League,Crystal Palace
5,2022-2023,Wilfried Zaha,29,841,2065.0,180cm, FW-MF (AM-WM),0.2183406113537118,0.09,0.26,1. Premier League,Crystal Palace
0,2017-2018,Danny Welbeck,26,676,1194.0,185cm, FW-MF (WM),1.7293233082706767,0.15,0.38,1. Premier League,Arsenal
1,2018-2019,Danny Welbeck,27,729,153.0,185cm, FW-MF (WM),4.11764705882353,0.59,0.59,1. Premier League,Arsenal
2,2019-2020,Danny Welbeck,28,784,822.0,185cm, FW-MF (WM),3.076923076923077,0.0,0.22,1. Premier League,Watford
3,2020-2021,Danny Welbeck,29,841,1545.0,185cm, FW-MF (WM),1.2209302325581395,0.06,0.35,1. Premier League,Brighton
4,2021-2022,Danny Welbeck,30,900,1478.0,185cm, FW-MF (WM),2.8658536585365857,0.12,0.37,1. Premier League,Brighton
5,2022-2023,Danny Welbeck,31,961,1475.0,185cm, FW-MF (WM),1.707317073170732,0.12,0.24,1. Premier League,Brighton
0,2018-2019,Naby Keïta,23,529,1390.0,172cm, MF (AM-CM-WM),0.5194805194805194,0.06,0.13,1. Premier League,Liverpool
1,2019-2020,Naby Keïta,24,576,815.0,172cm, MF (AM-CM-WM),0.989010989010989,0.33,0.22,1. Premier League,Liverpool
2,2020-2021,Naby Keïta,25,625,520.0,172cm, MF (AM-CM-WM),0.6896551724137931,0.0,0.0,1. Premier League,Liverpool
3,2021-2022,Naby Keïta,26,676,1173.0,172cm, MF (AM-CM-WM),0.46153846153846156,0.08,0.23,1. Premier League,Liverpool
4,2022-2023,Naby Keïta,27,729,293.0,172cm, MF (AM-CM-WM),0.9090909090909092,0.0,0.0,1. Premier League,Liverpool
0,2019-2020,Armando Broja,17,289,5.0,191cm, FW,0.0,0.0,0.0,1. Premier League,Chelsea
1,2021-2022,Armando Broja,19,361,1975.0,191cm, FW,4.018264840182649,0.0,0.27,1. Premier League,Southampton
2,2022-2023,Armando Broja,20,400,294.0,191cm, FW,2.7272727272727275,0.0,0.31,1. Premier League,Chelsea
0,2017-2018,Andy Carroll,28,784,751.0,191cm, FW,8.915662650602409,0.0,0.36,1. Premier League,West Ham
1,2018-2019,Andy Carroll,29,841,461.0,191cm, FW,9.019607843137255,0.0,0.0,1. Premier League,West Ham
2,2019-2020,Andy Carroll,30,900,632.0,191cm, FW,12.714285714285714,0.57,0.0,1. Premier League,Newcastle Utd
3,2020-2021,Andy Carroll,31,961,392.0,191cm, FW,11.818181818181817,0.0,0.23,1. Premier League,Newcastle Utd
0,2019-2020,Jack O'Connell,25,625,2916.0,190cm," DF (CB, left)",4.104938271604938,0.03,0.0,1. Premier League,Sheffield Utd
1,2020-2021,Jack O'Connell,26,676,180.0,190cm," DF (CB, left)",2.5,0.0,0.0,1. Premier League,Sheffield Utd
0,2019-2020,Anthony Gordon,18,324,440.0,173cm, FW-MF,0.2040816326530612,0.2,0.0,1. Premier League,Everton
1,2020-2021,Anthony Gordon,19,361,88.0,173cm, FW-MF,1.3508771929824561,0.0,0.0,1. Premier League,Everton
2,2021-2022,Anthony Gordon,20,400,2285.0,173cm, FW-MF,0.6692913385826772,0.08,0.16,1. Premier League,Everton
3,2022-2023,Anthony Gordon,21,441,1409.0,173cm, FW-MF,0.7377049180327869,0.0,0.25,1. Premier League,Newcastle Utd
0,2020-2021,Illan Meslier,20,400,3150.0,193cm, GK,0.42857142857142855,0.0,0.0,1. Premier League,Leeds United
1,2021-2022,Illan Meslier,21,441,3384.0,193cm, GK,0.3457446808510638,0.0,0.0,1. Premier League,Leeds United
2,2022-2023,Illan Meslier,22,484,2790.0,193cm, GK,0.3225806451612903,0.0,0.0,1. Premier League,Leeds United
0,2017-2018,Aaron Mooy,26,676,3067.0,180cm, MF (AM-CM-DM),0.93841642228739,0.09,0.12,1. Premier League,Huddersfield
1,2018-2019,Aaron Mooy,27,729,2330.0,180cm, MF (AM-CM-DM),0.5405405405405406,0.04,0.12,1. Premier League,Huddersfield
2,2019-2020,Aaron Mooy,28,784,2085.0,180cm, MF (AM-CM-DM),1.646551724137931,0.09,0.09,1. Premier League,Brighton
0,2017-2018,Jan Vertonghen,30,900,3203.0,189cm," DF (CB-FB, left)",3.258426966292135,0.0,0.0,1. Premier League,Tottenham
1,2018-2019,Jan Vertonghen,31,961,1911.0,189cm," DF (CB-FB, left)",2.405660377358491,0.0,0.05,1. Premier League,Tottenham
2,2019-2020,Jan Vertonghen,32,1024,1645.0,189cm," DF (CB-FB, left)",3.2240437158469946,0.05,0.05,1. Premier League,Tottenham
0,2017-2018,Kieran Gibbs,27,729,2827.0,178cm," DF-MF (FB, left)",1.3057324840764333,0.03,0.0,1. Premier League,West Brom
1,2020-2021,Kieran Gibbs,30,900,809.0,178cm," DF-MF (FB, left)",1.0,0.0,0.0,1. Premier League,West Brom
0,2020-2021,Liam Cooper,28,784,2185.0,180cm," DF (CB-FB, left)",3.868312757201646,0.0,0.04,1. Premier League,Leeds United
1,2021-2022,Liam Cooper,29,841,1814.0,180cm," DF (CB-FB, left)",4.0594059405940595,0.05,0.0,1. Premier League,Leeds United
2,2022-2023,Liam Cooper,30,900,1123.0,180cm," DF (CB-FB, left)",3.68,0.0,0.08,1. Premier League,Leeds United
0,2017-2018,Demarai Gray,21,441,1697.0,178cm, FW-MF (AM-WM),0.2645502645502646,0.05,0.16,1. Premier League,Leicester City
1,2018-2019,Demarai Gray,22,484,1985.0,178cm, FW-MF (AM-WM),0.4977375565610859,0.05,0.18,1. Premier League,Leicester City
2,2019-2020,Demarai Gray,23,529,622.0,178cm, FW-MF (AM-WM),0.2898550724637681,0.43,0.29,1. Premier League,Leicester City
3,2020-2021,Demarai Gray,24,576,19.0,178cm, FW-MF (AM-WM),0.0,0.0,0.0,1. Premier League,Leicester City
4,2021-2022,Demarai Gray,25,625,2338.0,178cm, FW-MF (AM-WM),0.15384615384615385,0.15,0.19,1. Premier League,Everton
5,2022-2023,Demarai Gray,26,676,2279.0,178cm, FW-MF (AM-WM),0.3952569169960474,0.04,0.16,1. Premier League,Everton
0,2017-2018,Edimilson Fernandes,21,441,845.0,190cm, DF-MF,1.0638297872340425,0.11,0.0,1. Premier League,West Ham
0,2021-2022,Marc Cucurella,23,529,3089.0,175cm," DF-MF (FB-WM, left)",1.1661807580174928,0.03,0.03,1. Premier League,Brighton
1,2022-2023,Marc Cucurella,24,576,1671.0,175cm," DF-MF (FB-WM, left)",0.8602150537634408,0.11,0.0,1. Premier League,Chelsea
0,2017-2018,Nathan Dyer,29,841,1307.0,165cm," FW-MF (WM, right)",0.3448275862068966,0.0,0.0,1. Premier League,Swansea City
0,2017-2018,Yannick Bolasie,28,784,851.0,185cm, FW-MF (AM-WM),1.1578947368421053,0.0,0.11,1. Premier League,Everton
0,2017-2018,Riyad Mahrez,26,676,2950.0,178cm," FW-MF (AM-WM, right)",0.853658536585366,0.31,0.37,1. Premier League,Leicester City
1,2018-2019,Riyad Mahrez,27,729,1343.0,178cm," FW-MF (AM-WM, right)",1.2751677852348993,0.27,0.47,1. Premier League,Manchester City
2,2019-2020,Riyad Mahrez,28,784,1944.0,178cm," FW-MF (AM-WM, right)",0.4629629629629629,0.42,0.51,1. Premier League,Manchester City
3,2020-2021,Riyad Mahrez,29,841,1949.0,178cm," FW-MF (AM-WM, right)",0.6912442396313364,0.28,0.42,1. Premier League,Manchester City
4,2021-2022,Riyad Mahrez,30,900,1498.0,178cm," FW-MF (AM-WM, right)",0.48192771084337344,0.3,0.66,1. Premier League,Manchester City
5,2022-2023,Riyad Mahrez,31,961,1296.0,178cm," FW-MF (AM-WM, right)",0.41666666666666663,0.35,0.35,1. Premier League,Manchester City
0,2017-2018,Henrikh Mkhitaryan,28,784,1716.0,178cm, FW-MF (AM-CM),1.8070409982174689,0.94,0.33,1. Premier League,Arsenal
1,2018-2019,Henrikh Mkhitaryan,29,841,1641.0,178cm, FW-MF (AM-CM),1.153846153846154,0.22,0.33,1. Premier League,Arsenal
2,2019-2020,Henrikh Mkhitaryan,30,900,112.0,178cm, FW-MF (AM-CM),2.2549019607843137,0.0,0.0,1. Premier League,Arsenal
0,2020-2021,Sam Johnstone,27,729,3330.0,191cm, GK,0.13513513513513514,0.03,0.0,1. Premier League,West Brom
1,2022-2023,Sam Johnstone,29,841,180.0,191cm, GK,0.0,0.0,0.0,1. Premier League,Crystal Palace
0,2017-2018,Nathan Redmond,23,529,1945.0,173cm," FW-MF (AM-WM, left)",0.18518518518518517,0.14,0.05,1. Premier League,Southampton
1,2018-2019,Nathan Redmond,24,576,3270.0,173cm," FW-MF (AM-WM, left)",0.6887052341597797,0.11,0.17,1. Premier League,Southampton
2,2019-2020,Nathan Redmond,25,625,2762.0,173cm," FW-MF (AM-WM, left)",0.5537459283387622,0.13,0.13,1. Premier League,Southampton
3,2020-2021,Nathan Redmond,26,676,1738.0,173cm," FW-MF (AM-WM, left)",0.5181347150259067,0.16,0.1,1. Premier League,Southampton
4,2021-2022,Nathan Redmond,27,729,1833.0,173cm," FW-MF (AM-WM, left)",0.6372549019607844,0.25,0.05,1. Premier League,Southampton
5,2022-2023,Nathan Redmond,28,784,1.0,173cm," FW-MF (AM-WM, left)",0.0,0.0,0.0,1. Premier League,Southampton
0,2019-2020,John McGinn,24,576,2312.0,178cm, MF (AM-CM-DM-WM),0.7392996108949417,0.12,0.12,1. Premier League,Aston Villa
1,2020-2021,John McGinn,25,625,3330.0,178cm, MF (AM-CM-DM-WM),0.5675675675675675,0.14,0.08,1. Premier League,Aston Villa
2,2021-2022,John McGinn,26,676,3090.0,178cm, MF (AM-CM-DM-WM),0.641399416909621,0.12,0.09,1. Premier League,Aston Villa
3,2022-2023,John McGinn,27,729,2063.0,178cm, MF (AM-CM-DM-WM),0.7860262008733625,0.09,0.04,1. Premier League,Aston Villa
0,2017-2018,Marc Albrighton,27,729,2538.0,175cm, DF-FW-MF (AM-WM),0.3900709219858156,0.25,0.07,1. Premier League,Leicester City
1,2018-2019,Marc Albrighton,28,784,1625.0,175cm, DF-FW-MF (AM-WM),0.8287292817679557,0.11,0.11,1. Premier League,Leicester City
2,2019-2020,Marc Albrighton,29,841,867.0,175cm, DF-FW-MF (AM-WM),0.3125,0.31,0.0,1. Premier League,Leicester City
3,2020-2021,Marc Albrighton,30,900,1746.0,175cm, DF-FW-MF (AM-WM),0.5154639175257733,0.26,0.05,1. Premier League,Leicester City
4,2021-2022,Marc Albrighton,31,961,1132.0,175cm, DF-FW-MF (AM-WM),0.31746031746031744,0.16,0.08,1. Premier League,Leicester City
5,2022-2023,Marc Albrighton,32,1024,237.0,175cm, DF-FW-MF (AM-WM),1.229685807150596,0.0,0.38,1. Premier League,Leicester City
0,2017-2018,Hal Robson-Kanu,28,784,827.0,183cm, FW-MF (AM-WM),2.608695652173913,0.0,0.22,1. Premier League,West Brom
1,2020-2021,Hal Robson-Kanu,31,961,561.0,183cm, FW-MF (AM-WM),1.7741935483870968,0.0,0.32,1. Premier League,West Brom
0,2020-2021,Edouard Mendy,28,784,2745.0,197cm, GK,0.13114754098360656,0.0,0.0,1. Premier League,Chelsea
1,2021-2022,Edouard Mendy,29,841,3060.0,197cm, GK,0.3235294117647059,0.0,0.0,1. Premier League,Chelsea
2,2022-2023,Edouard Mendy,30,900,765.0,197cm, GK,0.23529411764705882,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Victor Wanyama,26,676,846.0,188cm, MF (CM-DM),1.8085106382978722,0.0,0.11,1. Premier League,Tottenham
1,2018-2019,Victor Wanyama,27,729,516.0,188cm, MF (CM-DM),2.456140350877193,0.0,0.17,1. Premier League,Tottenham
2,2019-2020,Victor Wanyama,28,784,25.0,188cm, MF (CM-DM),3.3333333333333335,0.0,0.0,1. Premier League,Tottenham
0,2019-2020,Steven Alzate,20,400,1188.0,180cm, MF,0.6818181818181819,0.0,0.0,1. Premier League,Brighton
1,2020-2021,Steven Alzate,21,441,896.0,180cm, MF,0.7,0.0,0.1,1. Premier League,Brighton
2,2021-2022,Steven Alzate,22,484,404.0,180cm, MF,0.8888888888888888,0.0,0.0,1. Premier League,Brighton
0,2020-2021,Thomas Partey,27,729,1534.0,185cm, MF (CM-DM),2.2620320855614975,0.12,0.0,1. Premier League,Arsenal
1,2021-2022,Thomas Partey,28,784,2028.0,185cm, MF (CM-DM),1.0222222222222221,0.04,0.09,1. Premier League,Arsenal
2,2022-2023,Thomas Partey,29,841,2076.0,185cm, MF (CM-DM),1.3419913419913418,0.0,0.13,1. Premier League,Arsenal
0,2018-2019,Nathaniel Mendez-Laing,26,676,985.0,178cm," FW-MF (AM-WM, right)",2.110091743119266,0.09,0.37,1. Premier League,Cardiff City
0,2017-2018,Dan Gosling,27,729,1947.0,178cm, DF-MF (CM),2.5,0.05,0.09,1. Premier League,Bournemouth
1,2018-2019,Dan Gosling,28,784,1739.0,178cm, DF-MF (CM),1.709844559585492,0.05,0.1,1. Premier League,Bournemouth
2,2019-2020,Dan Gosling,29,841,1264.0,178cm, DF-MF (CM),1.5,0.07,0.21,1. Premier League,Bournemouth
3,2021-2022,Dan Gosling,31,961,166.0,178cm, DF-MF (CM),2.7777777777777777,0.0,0.54,1. Premier League,Watford
0,2017-2018,Ragnar Klavan,31,961,1451.0,186cm," DF (CB-FB, left)",2.2981366459627326,0.0,0.06,1. Premier League,Liverpool
0,2017-2018,Chris Löwe,28,784,1588.0,175cm," DF-MF (FB, left)",0.6818181818181818,0.0,0.0,1. Premier League,Huddersfield
1,2018-2019,Chris Löwe,29,841,2057.0,175cm," DF-MF (FB, left)",1.0043668122270744,0.09,0.0,1. Premier League,Huddersfield
0,2017-2018,Danny Simpson,30,900,2306.0,178cm," DF (FB, right)",1.5234375,0.0,0.0,1. Premier League,Leicester City
1,2018-2019,Danny Simpson,31,961,292.0,178cm," DF (FB, right)",2.5,0.0,0.0,1. Premier League,Leicester City
0,2017-2018,Cesc Fàbregas,30,900,2307.0,175cm, FW-MF (AM-CM-DM),0.390625,0.16,0.08,1. Premier League,Chelsea
1,2018-2019,Cesc Fàbregas,31,961,180.0,175cm, FW-MF (AM-CM-DM),1.6542056074766356,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Jack Butland,24,576,3150.0,193cm, GK,0.17142857142857143,0.0,0.0,1. Premier League,Stoke City
1,2020-2021,Jack Butland,27,729,90.0,193cm, GK,0.0,0.0,0.0,1. Premier League,Crystal Palace
2,2021-2022,Jack Butland,28,784,765.0,193cm, GK,0.11764705882352941,0.0,0.0,1. Premier League,Crystal Palace
0,2017-2018,Peter Crouch,36,1296,1567.0,201cm, FW,13.965517241379311,0.11,0.29,1. Premier League,Stoke City
1,2018-2019,Peter Crouch,37,1369,92.0,201cm, FW,33.19230769230769,0.0,0.0,1. Premier League,Burnley
0,2019-2020,Tyrick Mitchell,19,361,195.0,175cm," DF (FB, left)",0.0,0.0,0.0,1. Premier League,Crystal Palace
1,2020-2021,Tyrick Mitchell,20,400,1710.0,175cm," DF (FB, left)",0.5789473684210527,0.05,0.05,1. Premier League,Crystal Palace
2,2021-2022,Tyrick Mitchell,21,441,3101.0,175cm," DF (FB, left)",0.8405797101449275,0.06,0.0,1. Premier League,Crystal Palace
3,2022-2023,Tyrick Mitchell,22,484,2261.0,175cm," DF (FB, left)",0.8366533864541832,0.08,0.0,1. Premier League,Crystal Palace
0,2020-2021,Rúben Dias,23,529,2843.0,186cm, DF (CB),2.9303797468354427,0.0,0.03,1. Premier League,Manchester City
1,2021-2022,Rúben Dias,24,576,2402.0,186cm, DF (CB),1.8726591760299627,0.15,0.07,1. Premier League,Manchester City
2,2022-2023,Rúben Dias,25,625,1639.0,186cm, DF (CB),2.197802197802198,0.0,0.0,1. Premier League,Manchester City
0,2017-2018,Rob Holding,21,441,822.0,183cm, DF (CB),2.967032967032967,0.0,0.0,1. Premier League,Arsenal
1,2018-2019,Rob Holding,22,484,807.0,183cm, DF (CB),2.3333333333333335,0.0,0.0,1. Premier League,Arsenal
2,2019-2020,Rob Holding,23,529,581.0,183cm, DF (CB),2.4615384615384617,0.0,0.0,1. Premier League,Arsenal
3,2020-2021,Rob Holding,24,576,2558.0,183cm, DF (CB),2.5,0.04,0.0,1. Premier League,Arsenal
4,2021-2022,Rob Holding,25,625,845.0,183cm, DF (CB),2.978723404255319,0.0,0.11,1. Premier League,Arsenal
5,2022-2023,Rob Holding,26,676,380.0,183cm, DF (CB),3.571428571428571,0.0,0.0,1. Premier League,Arsenal
0,2017-2018,Shane Long,30,900,1582.0,180cm, FW,4.3181818181818175,0.06,0.11,1. Premier League,Southampton
1,2018-2019,Shane Long,31,961,1272.0,180cm, FW,5.1063829787234045,0.07,0.35,1. Premier League,Southampton
2,2019-2020,Shane Long,32,1024,1395.0,180cm, FW,7.161290322580645,0.13,0.13,1. Premier League,Southampton
3,2020-2021,Shane Long,33,1089,210.0,180cm, FW,7.374254049445866,0.0,0.0,1. Premier League,Southampton
4,2021-2022,Shane Long,34,1156,308.0,180cm, FW,7.0588235294117645,0.0,0.29,1. Premier League,Southampton
0,2017-2018,Paul Dummett,25,625,1602.0,185cm," DF (FB, left)",3.033707865168539,0.0,0.0,1. Premier League,Newcastle Utd
1,2018-2019,Paul Dummett,26,676,1990.0,185cm," DF (FB, left)",2.6244343891402715,0.0,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Paul Dummett,27,729,1228.0,185cm," DF (FB, left)",2.058823529411765,0.0,0.0,1. Premier League,Newcastle Utd
3,2020-2021,Paul Dummett,28,784,1255.0,185cm," DF (FB, left)",2.805755395683453,0.0,0.07,1. Premier League,Newcastle Utd
4,2021-2022,Paul Dummett,29,841,198.0,185cm," DF (FB, left)",2.2727272727272725,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Jonny Evans,29,841,2270.0,188cm, DF (CB),2.142857142857143,0.08,0.08,1. Premier League,West Brom
1,2018-2019,Jonny Evans,30,900,1996.0,188cm, DF (CB),3.2432432432432434,0.0,0.05,1. Premier League,Leicester City
2,2019-2020,Jonny Evans,31,961,3383.0,188cm, DF (CB),3.351063829787234,0.03,0.03,1. Premier League,Leicester City
3,2020-2021,Jonny Evans,32,1024,2473.0,188cm, DF (CB),3.3454545454545452,0.07,0.07,1. Premier League,Leicester City
4,2021-2022,Jonny Evans,33,1089,1348.0,188cm, DF (CB),3.2,0.07,0.07,1. Premier League,Leicester City
5,2022-2023,Jonny Evans,34,1156,811.0,188cm, DF (CB),2.2222222222222223,0.0,0.0,1. Premier League,Leicester City
0,2018-2019,Leander Dendoncker,23,529,1467.0,178cm," DF-MF (CM-DM, right)",3.4355828220858893,0.0,0.12,1. Premier League,Wolves
1,2019-2020,Leander Dendoncker,24,576,2795.0,178cm," DF-MF (CM-DM, right)",3.022508038585209,0.0,0.13,1. Premier League,Wolves
2,2020-2021,Leander Dendoncker,25,625,2503.0,178cm," DF-MF (CM-DM, right)",3.0575539568345325,0.0,0.04,1. Premier League,Wolves
3,2021-2022,Leander Dendoncker,26,676,1950.0,178cm," DF-MF (CM-DM, right)",1.3824884792626728,0.09,0.09,1. Premier League,Wolves
4,2022-2023,Leander Dendoncker,27,729,689.0,178cm," DF-MF (CM-DM, right)",2.1540880503144657,0.0,0.0,1. Premier League,Aston Villa
0,2019-2020,Dean Henderson,22,484,3240.0,188cm, GK,0.4444444444444444,0.0,0.0,1. Premier League,Sheffield Utd
1,2020-2021,Dean Henderson,23,529,1125.0,188cm, GK,0.56,0.0,0.0,1. Premier League,Manchester Utd
2,2022-2023,Dean Henderson,25,625,1620.0,188cm, GK,0.05555555555555555,0.0,0.0,1. Premier League,Nott'ham Forest
0,2017-2018,Alex McCarthy,27,729,1620.0,193cm, GK,0.5555555555555556,0.0,0.0,1. Premier League,Southampton
1,2018-2019,Alex McCarthy,28,784,2250.0,193cm, GK,0.64,0.0,0.0,1. Premier League,Southampton
2,2019-2020,Alex McCarthy,29,841,2520.0,193cm, GK,0.5714285714285714,0.0,0.0,1. Premier League,Southampton
3,2020-2021,Alex McCarthy,30,900,2700.0,193cm, GK,0.13333333333333333,0.0,0.0,1. Premier League,Southampton
4,2021-2022,Alex McCarthy,31,961,1530.0,193cm, GK,0.35294117647058826,0.0,0.0,1. Premier League,Southampton
0,2017-2018,Nacho Monreal,31,961,2243.0,178cm," DF (FB, left)",2.48995983935743,0.08,0.2,1. Premier League,Arsenal
1,2018-2019,Nacho Monreal,32,1024,1861.0,178cm," DF (FB, left)",1.7391304347826086,0.15,0.05,1. Premier League,Arsenal
2,2019-2020,Nacho Monreal,33,1089,270.0,178cm," DF (FB, left)",4.325814536340852,0.0,0.0,1. Premier League,Arsenal
0,2018-2019,Adama Diakhaby,22,484,552.0,184cm, FW-MF,0.9836065573770493,0.0,0.0,1. Premier League,Huddersfield
0,2020-2021,Tosin Adarabioyo,22,484,2953.0,196cm, DF (CB),2.5,0.0,0.0,1. Premier League,Fulham
1,2022-2023,Tosin Adarabioyo,24,576,1365.0,196cm, DF (CB),2.6315789473684212,0.0,0.07,1. Premier League,Fulham
0,2018-2019,Martín Montoya,27,729,2167.0,174cm," DF (FB, right)",0.9128630705394191,0.04,0.0,1. Premier League,Brighton
1,2019-2020,Martín Montoya,28,784,1896.0,174cm," DF (FB, right)",0.995260663507109,0.05,0.0,1. Premier League,Brighton
0,2019-2020,Timm Klose,31,961,585.0,193cm, DF (CB),2.1538461538461537,0.0,0.0,1. Premier League,Norwich City
0,2017-2018,Charlie Daniels,30,900,3002.0,178cm," DF-MF (FB, left)",1.2874251497005988,0.09,0.03,1. Premier League,Bournemouth
1,2018-2019,Charlie Daniels,31,961,1585.0,178cm," DF-MF (FB, left)",1.6477272727272725,0.0,0.06,1. Premier League,Bournemouth
2,2019-2020,Charlie Daniels,32,1024,126.0,178cm," DF-MF (FB, left)",1.4285714285714286,0.0,0.0,1. Premier League,Bournemouth
0,2017-2018,Fraser Forster,29,841,1800.0,201cm, GK,0.0,0.0,0.0,1. Premier League,Southampton
1,2018-2019,Fraser Forster,30,900,90.0,201cm, GK,0.0,0.0,0.0,1. Premier League,Southampton
