,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
4,2021-2022,Virgil van Dijk,30,900,3060.0,193cm," DF (CB, left)",3.4411764705882355,0.03,0.09,1. Premier League,Liverpool
5,2022-2023,Virgil van Dijk,31,961,2205.0,193cm," DF (CB, left)",2.6122448979591835,0.0,0.12,1. Premier League,Liverpool
0,2019-2020,Keinan Davis,21,441,548.0,179cm, FW,4.426229508196721,0.0,0.0,1. Premier League,Aston Villa
1,2020-2021,Keinan Davis,22,484,277.0,179cm, FW,5.806451612903226,0.32,0.32,1. Premier League,Aston Villa
2,2021-2022,Keinan Davis,23,529,12.0,179cm, FW,2.2033898305084745,0.0,0.0,1. Premier League,Aston Villa
0,2021-2022,Junior Firpo,24,576,1711.0,184cm," DF-MF (FB, left)",1.4210526315789473,0.11,0.0,1. Premier League,Leeds United
1,2022-2023,Junior Firpo,25,625,1068.0,184cm," DF-MF (FB, left)",1.0084033613445378,0.08,0.08,1. Premier League,Leeds United
0,2017-2018,Alfie Mawson,23,529,3420.0,188cm, DF (CB),3.1578947368421053,0.03,0.05,1. Premier League,Swansea City
1,2018-2019,Alfie Mawson,24,576,1131.0,188cm, DF (CB),2.5396825396825395,0.0,0.0,1. Premier League,Fulham
0,2018-2019,Junior Hoilett,28,784,2141.0,174cm, FW-MF (AM-WM),0.7983193277310924,0.04,0.13,1. Premier League,Cardiff City
0,2019-2020,Jack Grealish,23,529,3233.0,175cm," FW-MF (AM-WM, left)",0.5571030640668524,0.17,0.22,1. Premier League,Aston Villa
1,2020-2021,Jack Grealish,24,576,2185.0,175cm," FW-MF (AM-WM, left)",1.02880658436214,0.41,0.25,1. Premier League,Aston Villa
2,2021-2022,Jack Grealish,25,625,1914.0,175cm," FW-MF (AM-WM, left)",0.6572769953051643,0.14,0.14,1. Premier League,Manchester City
3,2022-2023,Jack Grealish,26,676,1776.0,175cm," FW-MF (AM-WM, left)",0.6598984771573604,0.3,0.25,1. Premier League,Manchester City
0,2017-2018,Craig Dawson,27,729,2510.0,188cm," DF (CB-FB, right)",4.121863799283155,0.0,0.07,1. Premier League,West Brom
1,2019-2020,Craig Dawson,29,841,2361.0,188cm," DF (CB-FB, right)",3.816793893129771,0.0,0.08,1. Premier League,Watford
2,2020-2021,Craig Dawson,30,900,1925.0,188cm," DF (CB-FB, right)",2.6168224299065423,0.0,0.14,1. Premier League,West Ham
3,2021-2022,Craig Dawson,31,961,2754.0,188cm," DF (CB-FB, right)",3.0392156862745097,0.07,0.07,1. Premier League,West Ham
4,2022-2023,Craig Dawson,32,1024,1639.0,188cm," DF (CB-FB, right)",3.9068627450980395,0.0,0.1,1. Premier League,Wolves
0,2020-2021,Kenny Tete,24,576,1481.0,180cm," DF (FB, right)",1.7575757575757576,0.06,0.0,1. Premier League,Fulham
1,2022-2023,Kenny Tete,26,676,1962.0,180cm," DF (FB, right)",1.1926605504587156,0.18,0.0,1. Premier League,Fulham
0,2017-2018,Lucas Moura,24,576,210.0,172cm," FW-MF (AM-WM, right)",2.989130434782609,0.43,0.0,1. Premier League,Tottenham
1,2018-2019,Lucas Moura,25,625,2121.0,172cm," FW-MF (AM-WM, right)",1.4406779661016949,0.0,0.42,1. Premier League,Tottenham
2,2019-2020,Lucas Moura,26,676,2242.0,172cm," FW-MF (AM-WM, right)",2.3293172690763053,0.16,0.16,1. Premier League,Tottenham
3,2020-2021,Lucas Moura,27,729,1411.0,172cm," FW-MF (AM-WM, right)",1.4649681528662422,0.26,0.19,1. Premier League,Tottenham
4,2021-2022,Lucas Moura,28,784,1775.0,172cm," FW-MF (AM-WM, right)",2.436548223350254,0.3,0.1,1. Premier League,Tottenham
5,2022-2023,Lucas Moura,29,841,126.0,172cm," FW-MF (AM-WM, right)",2.142857142857143,0.0,0.0,1. Premier League,Tottenham
0,2017-2018,Marc Pugh,30,900,985.0,180cm, FW-MF (WM),0.6422018348623852,0.0,0.0,1. Premier League,Bournemouth
1,2018-2019,Marc Pugh,31,961,0.0,180cm, FW-MF (WM),1.098901098901099,0.0,0.0,1. Premier League,Bournemouth
0,2017-2018,Erik Pieters,28,784,2718.0,184cm," DF-MF (CB-FB, left)",1.6556291390728477,0.03,0.0,1. Premier League,Stoke City
1,2019-2020,Erik Pieters,30,900,1878.0,184cm," DF-MF (CB-FB, left)",1.5311004784688995,0.19,0.0,1. Premier League,Burnley
2,2020-2021,Erik Pieters,31,961,1266.0,184cm," DF-MF (CB-FB, left)",0.9219858156028369,0.07,0.0,1. Premier League,Burnley
3,2021-2022,Erik Pieters,32,1024,730.0,184cm," DF-MF (CB-FB, left)",1.4814814814814816,0.12,0.0,1. Premier League,Burnley
0,2017-2018,Charlie Adam,31,961,411.0,185cm, MF,1.5217391304347827,0.0,0.0,1. Premier League,Stoke City
0,2017-2018,Javier Manquillo,23,529,1758.0,175cm," DF (FB, right)",1.1282051282051282,0.05,0.0,1. Premier League,Newcastle Utd
1,2018-2019,Javier Manquillo,24,576,1101.0,175cm," DF (FB, right)",1.557377049180328,0.25,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Javier Manquillo,25,625,1599.0,175cm," DF (FB, right)",0.898876404494382,0.06,0.0,1. Premier League,Newcastle Utd
3,2020-2021,Javier Manquillo,26,676,825.0,175cm," DF (FB, right)",1.5217391304347827,0.0,0.0,1. Premier League,Newcastle Utd
4,2021-2022,Javier Manquillo,27,729,1257.0,175cm," DF (FB, right)",1.1428571428571428,0.14,0.07,1. Premier League,Newcastle Utd
5,2022-2023,Javier Manquillo,28,784,15.0,175cm," DF (FB, right)",0.0,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Wilfred Ndidi,20,400,2898.0,188cm, DF-MF (CM-DM),3.602484472049689,0.09,0.0,1. Premier League,Leicester City
1,2018-2019,Wilfred Ndidi,21,441,3296.0,188cm, DF-MF (CM-DM),3.4972677595628414,0.0,0.05,1. Premier League,Leicester City
2,2019-2020,Wilfred Ndidi,22,484,2674.0,188cm, DF-MF (CM-DM),2.7946127946127945,0.03,0.07,1. Premier League,Leicester City
3,2020-2021,Wilfred Ndidi,23,529,2176.0,188cm, DF-MF (CM-DM),2.31404958677686,0.17,0.04,1. Premier League,Leicester City
4,2021-2022,Wilfred Ndidi,24,576,1618.0,188cm, DF-MF (CM-DM),2.3333333333333335,0.0,0.0,1. Premier League,Leicester City
5,2022-2023,Wilfred Ndidi,25,625,1416.0,188cm, DF-MF (CM-DM),1.337579617834395,0.0,0.0,1. Premier League,Leicester City
0,2017-2018,Ainsley Maitland-Niles,19,361,914.0,180cm, DF-FW-MF (FB-WM),0.5882352941176471,0.0,0.0,1. Premier League,Arsenal
1,2018-2019,Ainsley Maitland-Niles,20,400,987.0,180cm, DF-FW-MF (FB-WM),0.5454545454545454,0.09,0.09,1. Premier League,Arsenal
2,2019-2020,Ainsley Maitland-Niles,21,441,1386.0,180cm, DF-FW-MF (FB-WM),1.103896103896104,0.13,0.0,1. Premier League,Arsenal
3,2020-2021,Ainsley Maitland-Niles,22,484,1720.0,180cm, DF-FW-MF (FB-WM),0.9205190592051905,0.0,0.0,1. Premier League,Arsenal
4,2021-2022,Ainsley Maitland-Niles,23,529,268.0,180cm, DF-FW-MF (FB-WM),2.4814814814814814,0.0,0.0,1. Premier League,Arsenal
5,2022-2023,Ainsley Maitland-Niles,24,576,1160.0,180cm, DF-FW-MF (FB-WM),1.1627906976744187,0.0,0.0,1. Premier League,Southampton
0,2017-2018,Philip Billing,21,441,764.0,192cm, MF (CM-WM),2.9411764705882355,0.0,0.0,1. Premier League,Huddersfield
1,2018-2019,Philip Billing,22,484,2188.0,192cm, MF (CM-WM),3.539094650205761,0.0,0.08,1. Premier League,Huddersfield
2,2019-2020,Philip Billing,23,529,2530.0,192cm, MF (CM-WM),3.9501779359430604,0.04,0.04,1. Premier League,Bournemouth
3,2022-2023,Philip Billing,26,676,2293.0,192cm, MF (CM-WM),1.6470588235294117,0.04,0.27,1. Premier League,Bournemouth
0,2021-2022,Cristiano Ronaldo,36,1296,2456.0,187cm, FW-MF (WM),1.5384615384615383,0.11,0.66,1. Premier League,Manchester Utd
1,2022-2023,Cristiano Ronaldo,37,1369,525.0,187cm, FW-MF (WM),2.586206896551724,0.0,0.17,1. Premier League,Manchester Utd
0,2018-2019,Joe Bennett,28,784,2639.0,177cm," DF-MF (FB, left)",1.1604095563139931,0.03,0.0,1. Premier League,Cardiff City
0,2018-2019,Leandro Bacuna,26,676,561.0,187cm," DF-MF (CM-DM-FB-WM, right)",2.2878305413263185,0.0,0.0,1. Premier League,Cardiff City
0,2017-2018,Aaron Lennon,30,900,1911.0,165cm," FW-MF (AM-WM, right)",0.8907624633431084,0.16,0.0,1. Premier League,Burnley
1,2018-2019,Aaron Lennon,31,961,1215.0,165cm," FW-MF (AM-WM, right)",0.07407407407407407,0.07,0.07,1. Premier League,Burnley
2,2019-2020,Aaron Lennon,32,1024,496.0,165cm," FW-MF (AM-WM, right)",0.36363636363636365,0.0,0.0,1. Premier League,Burnley
3,2021-2022,Aaron Lennon,34,1156,1551.0,165cm," FW-MF (AM-WM, right)",0.4069767441860465,0.0,0.12,1. Premier League,Burnley
0,2017-2018,Leroy Sané,21,441,2419.0,184cm, FW-MF (AM),0.5576208178438662,0.56,0.37,1. Premier League,Manchester City
1,2018-2019,Leroy Sané,22,484,1867.0,184cm, FW-MF (AM),0.48309178743961356,0.48,0.48,1. Premier League,Manchester City
2,2019-2020,Leroy Sané,23,529,12.0,184cm, FW-MF (AM),0.0,0.0,0.0,1. Premier League,Manchester City
0,2018-2019,Erik Durm,26,676,2055.0,183cm, DF-FW-MF (FB),0.9649122807017544,0.04,0.0,1. Premier League,Huddersfield
0,2017-2018,Cesc Fàbregas,30,900,2307.0,175cm, FW-MF (AM-CM-DM),0.390625,0.16,0.08,1. Premier League,Chelsea
1,2018-2019,Cesc Fàbregas,31,961,180.0,175cm, FW-MF (AM-CM-DM),1.6542056074766356,0.0,0.0,1. Premier League,Chelsea
0,2018-2019,Bernd Leno,26,676,2836.0,190cm, GK,0.2222222222222222,0.0,0.0,1. Premier League,Arsenal
1,2019-2020,Bernd Leno,27,729,2649.0,190cm, GK,0.272108843537415,0.0,0.0,1. Premier League,Arsenal
2,2020-2021,Bernd Leno,28,784,3131.0,190cm, GK,0.2873563218390805,0.0,0.0,1. Premier League,Arsenal
3,2021-2022,Bernd Leno,29,841,360.0,190cm, GK,0.75,0.0,0.0,1. Premier League,Arsenal
4,2022-2023,Bernd Leno,30,900,2520.0,190cm, GK,0.32142857142857145,0.0,0.0,1. Premier League,Fulham
0,2017-2018,Dwight Gayle,26,676,1958.0,177cm, FW,3.073394495412844,0.14,0.28,1. Premier League,Newcastle Utd
1,2019-2020,Dwight Gayle,28,784,850.0,177cm, FW,2.234042553191489,0.21,0.42,1. Premier League,Newcastle Utd
2,2020-2021,Dwight Gayle,29,841,514.0,177cm, FW,1.9298245614035088,0.18,0.18,1. Premier League,Newcastle Utd
3,2021-2022,Dwight Gayle,30,900,38.0,177cm, FW,2.5,0.0,0.0,1. Premier League,Newcastle Utd
0,2020-2021,Willian José,28,784,1110.0,186cm, FW,3.9320029563932,0.0,0.08,1. Premier League,Wolves
0,2017-2018,Kasper Schmeichel,30,900,2965.0,189cm, GK,0.3343465045592705,0.0,0.0,1. Premier League,Leicester City
1,2018-2019,Kasper Schmeichel,31,961,3420.0,189cm, GK,0.2631578947368421,0.0,0.0,1. Premier League,Leicester City
2,2019-2020,Kasper Schmeichel,32,1024,3420.0,189cm, GK,0.15789473684210525,0.0,0.0,1. Premier League,Leicester City
3,2020-2021,Kasper Schmeichel,33,1089,3420.0,189cm, GK,0.2631578947368421,0.0,0.0,1. Premier League,Leicester City
4,2021-2022,Kasper Schmeichel,34,1156,3330.0,189cm, GK,0.24324324324324326,0.0,0.0,1. Premier League,Leicester City
0,2020-2021,Alex Telles,27,729,690.0,181cm," DF (FB, left)",4.0170174652933275,0.26,0.0,1. Premier League,Manchester Utd
1,2021-2022,Alex Telles,28,784,1660.0,181cm," DF (FB, left)",1.6304347826086958,0.22,0.0,1. Premier League,Manchester Utd
0,2017-2018,Mesut Özil,28,784,2163.0,183cm, MF (AM-WM),0.041666666666666664,0.33,0.17,1. Premier League,Arsenal
1,2018-2019,Mesut Özil,29,841,1735.0,183cm, MF (AM-WM),0.25906735751295334,0.1,0.26,1. Premier League,Arsenal
2,2019-2020,Mesut Özil,30,900,1438.0,183cm, MF (AM-WM),0.0625,0.13,0.06,1. Premier League,Arsenal
0,2019-2020,Steven Alzate,20,400,1188.0,180cm, MF,0.6818181818181819,0.0,0.0,1. Premier League,Brighton
1,2020-2021,Steven Alzate,21,441,896.0,180cm, MF,0.7,0.0,0.1,1. Premier League,Brighton
2,2021-2022,Steven Alzate,22,484,404.0,180cm, MF,0.8888888888888888,0.0,0.0,1. Premier League,Brighton
0,2017-2018,Serge Aurier,24,576,1429.0,176cm," DF-MF (FB, right)",3.0188679245283017,0.13,0.13,1. Premier League,Tottenham
1,2018-2019,Serge Aurier,25,625,564.0,176cm," DF-MF (FB, right)",1.9047619047619049,0.32,0.0,1. Premier League,Tottenham
2,2019-2020,Serge Aurier,26,676,2700.0,176cm," DF-MF (FB, right)",2.3333333333333335,0.17,0.03,1. Premier League,Tottenham
3,2020-2021,Serge Aurier,27,729,1605.0,176cm," DF-MF (FB, right)",2.0224719101123596,0.17,0.11,1. Premier League,Tottenham
4,2022-2023,Serge Aurier,29,841,1430.0,176cm," DF-MF (FB, right)",2.2641509433962264,0.0,0.06,1. Premier League,Nott'ham Forest
0,2017-2018,Ayoze Pérez,24,576,2492.0,179cm, FW-MF (AM-WM),1.552346570397112,0.18,0.29,1. Premier League,Newcastle Utd
1,2018-2019,Ayoze Pérez,25,625,2917.0,179cm, FW-MF (AM-WM),0.8024691358024691,0.06,0.37,1. Premier League,Newcastle Utd
2,2019-2020,Ayoze Pérez,26,676,2004.0,179cm, FW-MF (AM-WM),1.0762331838565022,0.18,0.36,1. Premier League,Leicester City
3,2020-2021,Ayoze Pérez,27,729,1331.0,179cm, FW-MF (AM-WM),0.8108108108108107,0.07,0.14,1. Premier League,Leicester City
4,2021-2022,Ayoze Pérez,28,784,445.0,179cm, FW-MF (AM-WM),1.2244897959183672,0.61,0.4,1. Premier League,Leicester City
5,2022-2023,Ayoze Pérez,29,841,382.0,179cm, FW-MF (AM-WM),1.0241356816699283,0.24,0.0,1. Premier League,Leicester City
0,2019-2020,Dani Ceballos,22,484,1692.0,176cm, MF (CM-WM),0.4787234042553191,0.11,0.0,1. Premier League,Arsenal
1,2020-2021,Dani Ceballos,23,529,1615.0,176cm, MF (CM-WM),0.446927374301676,0.17,0.0,1. Premier League,Arsenal
0,2017-2018,Georginio Wijnaldum,26,676,2387.0,175cm, MF (AM-CM-WM),0.5660377358490566,0.08,0.04,1. Premier League,Liverpool
1,2018-2019,Georginio Wijnaldum,27,729,2725.0,175cm, MF (AM-CM-WM),1.056105610561056,0.0,0.1,1. Premier League,Liverpool
2,2019-2020,Georginio Wijnaldum,28,784,2935.0,175cm, MF (AM-CM-WM),0.920245398773006,0.0,0.12,1. Premier League,Liverpool
3,2020-2021,Georginio Wijnaldum,29,841,2941.0,175cm, MF (AM-CM-WM),1.1926605504587156,0.0,0.06,1. Premier League,Liverpool
0,2020-2021,Josh Maja,21,441,810.0,178cm, FW,2.906367041198502,0.0,0.33,1. Premier League,Fulham
0,2017-2018,Robbie Brady,25,625,1277.0,178cm, DF-FW-MF (WM),0.6338028169014085,0.14,0.07,1. Premier League,Burnley
1,2018-2019,Robbie Brady,26,676,720.0,178cm, DF-FW-MF (WM),1.375,0.12,0.0,1. Premier League,Burnley
2,2019-2020,Robbie Brady,27,729,454.0,178cm, DF-FW-MF (WM),2.4,0.4,0.2,1. Premier League,Burnley
3,2020-2021,Robbie Brady,28,784,1052.0,178cm, DF-FW-MF (WM),1.623931623931624,0.09,0.09,1. Premier League,Burnley
0,2017-2018,Charlie Austin,28,784,1037.0,188cm, FW,3.3043478260869565,0.0,0.61,1. Premier League,Southampton
1,2018-2019,Charlie Austin,29,841,983.0,188cm, FW,3.853211009174312,0.18,0.18,1. Premier League,Southampton
2,2020-2021,Charlie Austin,31,961,138.0,188cm, FW,5.210191082802548,0.0,0.0,1. Premier League,West Brom
0,2017-2018,Grzegorz Krychowiak,27,729,1641.0,186cm, MF (CM-DM),1.3186813186813187,0.11,0.0,1. Premier League,West Brom
0,2021-2022,Rico Henry,24,576,2776.0,170cm," DF-MF (FB-WM, left)",0.8766233766233766,0.0,0.1,1. Premier League,Brentford
1,2022-2023,Rico Henry,25,625,2659.0,170cm," DF-MF (FB-WM, left)",1.0847457627118644,0.07,0.0,1. Premier League,Brentford
0,2021-2022,Ivan Toney,25,625,2909.0,179cm, FW,4.5510835913312695,0.15,0.37,1. Premier League,Brentford
1,2022-2023,Ivan Toney,26,676,2599.0,179cm, FW,3.4602076124567476,0.14,0.62,1. Premier League,Brentford
0,2019-2020,Aaron Ramsdale,21,441,3330.0,195cm, GK,0.2702702702702703,0.03,0.0,1. Premier League,Bournemouth
1,2020-2021,Aaron Ramsdale,22,484,3420.0,195cm, GK,0.21052631578947367,0.0,0.0,1. Premier League,Sheffield Utd
2,2021-2022,Aaron Ramsdale,23,529,3060.0,195cm, GK,0.17647058823529413,0.0,0.0,1. Premier League,Arsenal
3,2022-2023,Aaron Ramsdale,24,576,2790.0,195cm, GK,0.12903225806451613,0.0,0.0,1. Premier League,Arsenal
0,2017-2018,James Milner,31,961,1775.0,176cm, DF-MF (CM-FB-WM),1.16751269035533,0.15,0.0,1. Premier League,Liverpool
1,2018-2019,James Milner,32,1024,1789.0,176cm, DF-MF (CM-FB-WM),0.9547738693467337,0.2,0.25,1. Premier League,Liverpool
2,2019-2020,James Milner,33,1089,937.0,176cm, DF-MF (CM-FB-WM),1.25,0.19,0.19,1. Premier League,Liverpool
3,2020-2021,James Milner,34,1156,1070.0,176cm, DF-MF (CM-FB-WM),2.0168067226890756,0.08,0.0,1. Premier League,Liverpool
4,2021-2022,James Milner,35,1225,853.0,176cm, DF-MF (CM-FB-WM),1.368421052631579,0.11,0.0,1. Premier League,Liverpool
5,2022-2023,James Milner,36,1296,749.0,176cm, DF-MF (CM-FB-WM),1.2048192771084336,0.12,0.0,1. Premier League,Liverpool
0,2017-2018,Nacho Monreal,31,961,2243.0,178cm," DF (FB, left)",2.48995983935743,0.08,0.2,1. Premier League,Arsenal
1,2018-2019,Nacho Monreal,32,1024,1861.0,178cm," DF (FB, left)",1.7391304347826086,0.15,0.05,1. Premier League,Arsenal
2,2019-2020,Nacho Monreal,33,1089,270.0,178cm," DF (FB, left)",4.325814536340852,0.0,0.0,1. Premier League,Arsenal
0,2018-2019,Grady Diangana,20,400,609.0,168cm, FW-MF (AM),1.0294117647058825,0.15,0.0,1. Premier League,West Ham
1,2020-2021,Grady Diangana,22,484,1235.0,168cm, FW-MF (AM),1.6058394160583942,0.0,0.07,1. Premier League,West Brom
0,2017-2018,DeAndre Yedlin,24,576,2845.0,173cm," DF (FB, right)",1.4873417721518987,0.06,0.0,1. Premier League,Newcastle Utd
1,2018-2019,DeAndre Yedlin,25,625,2473.0,173cm," DF (FB, right)",1.0909090909090908,0.07,0.04,1. Premier League,Newcastle Utd
2,2019-2020,DeAndre Yedlin,26,676,938.0,173cm," DF (FB, right)",0.7692307692307692,0.0,0.1,1. Premier League,Newcastle Utd
3,2020-2021,DeAndre Yedlin,27,729,436.0,173cm," DF (FB, right)",0.8333333333333334,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Andrew Surman,30,900,1856.0,178cm, MF (CM-DM),1.5533980582524272,0.24,0.1,1. Premier League,Bournemouth
1,2018-2019,Andrew Surman,31,961,1439.0,178cm, MF (CM-DM),1.1875,0.0,0.0,1. Premier League,Bournemouth
2,2019-2020,Andrew Surman,32,1024,235.0,178cm, MF (CM-DM),1.5384615384615383,0.0,0.0,1. Premier League,Bournemouth
0,2017-2018,Phil Jagielka,34,1156,2065.0,180cm, DF-MF (CB-DM),2.8384279475982535,0.0,0.0,1. Premier League,Everton
1,2018-2019,Phil Jagielka,35,1225,331.0,180cm, DF-MF (CB-DM),3.7837837837837838,0.0,0.27,1. Premier League,Everton
2,2019-2020,Phil Jagielka,36,1296,244.0,180cm, DF-MF (CB-DM),5.555555555555555,0.0,0.0,1. Premier League,Sheffield Utd
3,2020-2021,Phil Jagielka,37,1369,526.0,180cm, DF-MF (CB-DM),2.241379310344828,0.0,0.0,1. Premier League,Sheffield Utd
0,2017-2018,James Tomkins,28,784,2387.0,190cm," DF-MF (CB-DM, right)",4.339622641509434,0.0,0.11,1. Premier League,Crystal Palace
1,2018-2019,James Tomkins,29,841,2560.0,190cm," DF-MF (CB-DM, right)",3.204225352112676,0.04,0.04,1. Premier League,Crystal Palace
2,2019-2020,James Tomkins,30,900,1582.0,190cm," DF-MF (CB-DM, right)",3.4090909090909087,0.06,0.06,1. Premier League,Crystal Palace
3,2020-2021,James Tomkins,31,961,553.0,190cm," DF-MF (CB-DM, right)",1.8032786885245902,0.0,0.0,1. Premier League,Crystal Palace
4,2021-2022,James Tomkins,32,1024,547.0,190cm," DF-MF (CB-DM, right)",1.639344262295082,0.0,0.16,1. Premier League,Crystal Palace
5,2022-2023,James Tomkins,33,1089,338.0,190cm," DF-MF (CB-DM, right)",1.5789473684210527,0.0,0.27,1. Premier League,Crystal Palace
0,2019-2020,Sébastien Haller,25,625,2266.0,187cm, FW,8.452380952380953,0.04,0.28,1. Premier League,West Ham
1,2020-2021,Sébastien Haller,26,676,937.0,187cm, FW,10.810123784261716,0.0,0.29,1. Premier League,West Ham
0,2017-2018,Nemanja Matić,28,784,3118.0,194cm, MF (CM-DM),1.6184971098265895,0.03,0.03,1. Premier League,Manchester Utd
1,2018-2019,Nemanja Matić,29,841,2436.0,194cm, MF (CM-DM),1.9926199261992619,0.0,0.04,1. Premier League,Manchester Utd
2,2019-2020,Nemanja Matić,30,900,1581.0,194cm, MF (CM-DM),1.477272727272727,0.11,0.0,1. Premier League,Manchester Utd
3,2020-2021,Nemanja Matić,31,961,1106.0,194cm, MF (CM-DM),1.5447154471544715,0.0,0.0,1. Premier League,Manchester Utd
4,2021-2022,Nemanja Matić,32,1024,1382.0,194cm, MF (CM-DM),1.8181818181818181,0.26,0.0,1. Premier League,Manchester Utd
0,2019-2020,Aaron Connolly,19,361,1258.0,180cm, FW,1.2857142857142858,0.07,0.21,1. Premier League,Brighton
1,2020-2021,Aaron Connolly,20,400,791.0,180cm, FW,0.7954545454545454,0.11,0.23,1. Premier League,Brighton
2,2021-2022,Aaron Connolly,21,441,156.0,180cm, FW,1.863493488998653,0.0,0.0,1. Premier League,Brighton
0,2021-2022,Enock Mwepu,23,529,996.0,184cm," MF (CM, right)",0.8108108108108109,0.36,0.18,1. Premier League,Brighton
1,2022-2023,Enock Mwepu,24,576,213.0,184cm," MF (CM, right)",0.0,0.42,0.0,1. Premier League,Brighton
0,2019-2020,Curtis Jones,18,324,126.0,185cm, MF (CM),1.4285714285714286,0.0,0.71,1. Premier League,Liverpool
1,2020-2021,Curtis Jones,19,361,1179.0,185cm, MF (CM),1.0687022900763359,0.15,0.08,1. Premier League,Liverpool
2,2021-2022,Curtis Jones,20,400,851.0,185cm, MF (CM),0.7368421052631579,0.11,0.11,1. Premier League,Liverpool
3,2022-2023,Curtis Jones,21,441,422.0,185cm, MF (CM),0.2127659574468085,0.21,0.0,1. Premier League,Liverpool
0,2017-2018,Troy Deeney,29,841,1844.0,183cm, FW,6.439024390243903,0.1,0.24,1. Premier League,Watford
1,2018-2019,Troy Deeney,30,900,2545.0,183cm, FW,7.137809187279152,0.18,0.32,1. Premier League,Watford
2,2019-2020,Troy Deeney,31,961,2225.0,183cm, FW,7.894736842105264,0.08,0.4,1. Premier League,Watford
3,2021-2022,Troy Deeney,33,1089,25.0,183cm, FW,24.89655172413793,0.0,0.0,1. Premier League,Watford
0,2017-2018,Héctor Bellerín,22,484,3051.0,177cm," DF-MF (FB, right)",1.032448377581121,0.09,0.06,1. Premier League,Arsenal
1,2018-2019,Héctor Bellerín,23,529,1533.0,177cm," DF-MF (FB, right)",1.2352941176470589,0.29,0.0,1. Premier League,Arsenal
2,2019-2020,Héctor Bellerín,24,576,1158.0,177cm," DF-MF (FB, right)",1.0077519379844961,0.0,0.08,1. Premier League,Arsenal
3,2020-2021,Héctor Bellerín,25,625,2089.0,177cm," DF-MF (FB, right)",1.3362068965517242,0.09,0.04,1. Premier League,Arsenal
4,2021-2022,Héctor Bellerín,26,676,0.0,177cm," DF-MF (FB, right)",1.2272727272727273,0.0,0.0,1. Premier League,Arsenal
0,2017-2018,Andrew Robertson,23,529,1940.0,178cm," DF-MF (FB, left)",0.6944444444444444,0.23,0.05,1. Premier League,Liverpool
1,2018-2019,Andrew Robertson,24,576,3216.0,178cm," DF-MF (FB, left)",0.6722689075630252,0.31,0.0,1. Premier League,Liverpool
2,2019-2020,Andrew Robertson,25,625,3111.0,178cm," DF-MF (FB, left)",0.9537572254335259,0.35,0.06,1. Premier League,Liverpool
3,2020-2021,Andrew Robertson,26,676,3383.0,178cm," DF-MF (FB, left)",0.7712765957446808,0.19,0.03,1. Premier League,Liverpool
4,2021-2022,Andrew Robertson,27,729,2537.0,178cm," DF-MF (FB, left)",0.9219858156028369,0.35,0.11,1. Premier League,Liverpool
5,2022-2023,Andrew Robertson,28,784,2046.0,178cm," DF-MF (FB, left)",0.6607929515418502,0.26,0.0,1. Premier League,Liverpool
0,2017-2018,Jordan Ayew,25,625,2852.0,182cm, FW-MF,1.5772870662460567,0.06,0.22,1. Premier League,Swansea City
1,2018-2019,Jordan Ayew,26,676,1181.0,182cm, FW-MF,2.4427480916030535,0.15,0.08,1. Premier League,Crystal Palace
2,2019-2020,Jordan Ayew,27,729,3148.0,182cm, FW-MF,2.2,0.06,0.26,1. Premier League,Crystal Palace
3,2020-2021,Jordan Ayew,28,784,2096.0,182cm, FW-MF,1.2446351931330473,0.13,0.04,1. Premier League,Crystal Palace
4,2021-2022,Jordan Ayew,29,841,2019.0,182cm, FW-MF,1.4285714285714286,0.13,0.13,1. Premier League,Crystal Palace
5,2022-2023,Jordan Ayew,30,900,2091.0,182cm, FW-MF,1.8103448275862069,0.09,0.13,1. Premier League,Crystal Palace
0,2017-2018,Shane Long,30,900,1582.0,180cm, FW,4.3181818181818175,0.06,0.11,1. Premier League,Southampton
1,2018-2019,Shane Long,31,961,1272.0,180cm, FW,5.1063829787234045,0.07,0.35,1. Premier League,Southampton
2,2019-2020,Shane Long,32,1024,1395.0,180cm, FW,7.161290322580645,0.13,0.13,1. Premier League,Southampton
3,2020-2021,Shane Long,33,1089,210.0,180cm, FW,7.374254049445866,0.0,0.0,1. Premier League,Southampton
4,2021-2022,Shane Long,34,1156,308.0,180cm, FW,7.0588235294117645,0.0,0.29,1. Premier League,Southampton
0,2017-2018,Lewis Dunk,25,625,3420.0,192cm, DF (CB),3.1578947368421053,0.03,0.03,1. Premier League,Brighton
1,2018-2019,Lewis Dunk,26,676,3151.0,192cm, DF (CB),3.4,0.03,0.06,1. Premier League,Brighton
2,2019-2020,Lewis Dunk,27,729,3230.0,192cm, DF (CB),2.701949860724234,0.08,0.08,1. Premier League,Brighton
3,2020-2021,Lewis Dunk,28,784,2931.0,192cm, DF (CB),2.392638036809816,0.0,0.15,1. Premier League,Brighton
4,2021-2022,Lewis Dunk,29,841,2573.0,192cm, DF (CB),2.832167832167832,0.0,0.03,1. Premier League,Brighton
5,2022-2023,Lewis Dunk,30,900,2609.0,192cm, DF (CB),1.9310344827586208,0.0,0.03,1. Premier League,Brighton
