Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2020-2021,Brighton & Hove Albion,Ben White,3196,38,42,-4,-0.0012515644555694619
2020-2021,Brighton & Hove Albion,Adam Webster,2595,31,33,-2,-0.0007707129094412332
2020-2021,Brighton & Hove Albion,Yves Bissouma,3116,35,41,-6,-0.0019255455712451862
2020-2021,Brighton & Hove Albion,Alexis Mac Allister,1115,9,14,-5,-0.004484304932735426
2020-2021,Brighton & Hove Albion,Pascal Groß,2480,27,28,-1,-0.0004032258064516129
2020-2021,Brighton & Hove Albion,Jakub Moder,646,8,10,-2,-0.0030959752321981426
2020-2021,Brighton & Hove Albion,Alireza Jahanbakhsh,519,4,10,-6,-0.011560693641618497
2020-2021,Brighton & Hove Albion,Steven Alzate,897,10,16,-6,-0.006688963210702341
2020-2021,Brighton & Hove Albion,Danny Welbeck,1548,18,18,0,0.0
2020-2021,Brighton & Hove Albion,Dan Burn,2060,19,27,-8,-0.003883495145631068
2020-2021,Brighton & Hove Albion,Aaron Connolly,791,12,15,-3,-0.0037926675094816687
2020-2021,Brighton & Hove Albion,Leandro Trossard,2619,33,28,5,0.0019091256204658267
2020-2021,Brighton & Hove Albion,Adam Lallana,1591,19,17,2,0.001257071024512885
2020-2021,Brighton & Hove Albion,Percy Tau,102,1,2,-1,-0.00980392156862745
2020-2021,Brighton & Hove Albion,Andi Zeqiri,162,7,2,5,0.030864197530864196
2020-2021,Chelsea,Edouard Mendy,2746,44,24,20,0.007283321194464676
2020-2021,Chelsea,Antonio Rüdiger,1710,22,9,13,0.00760233918128655
2020-2021,Chelsea,Jorginho,2013,33,16,17,0.008445106805762544
2020-2021,Chelsea,Thiago Silva,1999,34,25,9,0.004502251125562781
2020-2021,Chelsea,N'Golo Kanté,2145,34,24,10,0.004662004662004662
2020-2021,Chelsea,Christian Pulisic,1735,25,21,4,0.0023054755043227667
2020-2021,Chelsea,Timo Werner,2607,50,29,21,0.00805523590333717
2020-2021,Chelsea,Mason Mount,2892,47,31,16,0.005532503457814661
2020-2021,Chelsea,Ben Chilwell,2291,37,22,15,0.006547359231776516
2020-2021,Chelsea,Reece James,2366,36,28,8,0.0033812341504649195
2020-2021,Chelsea,César Azpilicueta,2191,38,19,19,0.00867183934276586
2020-2021,Chelsea,Kepa Arrizabalaga,584,9,8,1,0.0017123287671232876
2020-2021,Chelsea,Marcos Alonso,960,14,13,1,0.0010416666666666667
2020-2021,Chelsea,Tammy Abraham,1035,22,11,11,0.010628019323671498
2020-2021,Chelsea,Kurt Zouma,2027,39,25,14,0.006906758756783424
2020-2021,Chelsea,Mateo Kovačić,1820,24,25,-1,-0.0005494505494505495
2020-2021,Chelsea,Olivier Giroud,746,9,4,5,0.006702412868632708
2020-2021,Chelsea,Callum Hudson-Odoi,1055,21,5,16,0.015165876777251185
2020-2021,Chelsea,Hakim Ziyech,1178,15,7,8,0.006791171477079796
2020-2021,Chelsea,Emerson Palmieri,88,3,0,3,0.03409090909090909
2020-2021,Newcastle United,Martin Dúbravka,1170,19,18,1,0.0008547008547008547
2020-2021,Newcastle United,Paul Dummett,1256,19,18,1,0.0007961783439490446
2020-2021,Newcastle United,Jonjo Shelvey,2617,39,44,-5,-0.0019105846388995033
2020-2021,Newcastle United,Joelinton,1988,25,33,-8,-0.004024144869215292
2020-2021,Newcastle United,Allan Saint-Maximin,1568,25,25,0,0.0
2020-2021,Newcastle United,Matt Ritchie,1351,23,21,2,0.0014803849000740192
2020-2021,Newcastle United,Emil Krafth,1291,19,27,-8,-0.006196746707978312
2020-2021,Newcastle United,Federico Fernández,2083,29,36,-7,-0.003360537686029765
2020-2021,Newcastle United,Jacob Murphy,1621,26,31,-5,-0.0030845157310302285
2020-2021,Newcastle United,Miguel Almirón,2439,29,48,-19,-0.007790077900779008
2020-2021,Newcastle United,Joe Willock,1213,20,17,3,0.00247320692497939
2020-2021,Newcastle United,Ciaran Clark,1893,18,32,-14,-0.007395668251452721
2020-2021,Newcastle United,Matthew Longstaff,377,1,8,-7,-0.01856763925729443
2020-2021,Newcastle United,Andy Carroll,382,6,8,-2,-0.005235602094240838
2020-2021,Newcastle United,Dwight Gayle,503,5,8,-3,-0.005964214711729622
2020-2021,Newcastle United,Jamal Lewis,1834,23,36,-13,-0.007088331515812432
2020-2021,Newcastle United,Jeff Hendrick,1464,19,24,-5,-0.0034153005464480873
2020-2021,Newcastle United,Javier Manquillo,826,13,13,0,0.0
2020-2021,Newcastle United,Sean Longstaff,1406,19,24,-5,-0.0035561877667140826
2020-2021,Tottenham Hotspur,Hugo Lloris,3420,66,42,24,0.007017543859649123
2020-2021,Tottenham Hotspur,Sergio Reguilón,2249,50,28,22,0.009782125389061804
2020-2021,Tottenham Hotspur,Toby Alderweireld,2241,42,22,20,0.00892458723784025
2020-2021,Tottenham Hotspur,Pierre Højbjerg,3420,66,42,24,0.007017543859649123
2020-2021,Tottenham Hotspur,Son Heung-min,3126,60,34,26,0.008317338451695458
2020-2021,Tottenham Hotspur,Harry Winks,860,21,14,7,0.00813953488372093
2020-2021,Tottenham Hotspur,Harry Kane,3087,63,36,27,0.008746355685131196
2020-2021,Tottenham Hotspur,Eric Dier,2520,45,32,13,0.005158730158730159
2020-2021,Tottenham Hotspur,Dele Alli,618,10,8,2,0.003236245954692557
2020-2021,Tottenham Hotspur,Steven Bergwijn,1211,21,14,7,0.005780346820809248
2020-2021,Tottenham Hotspur,Japhet Tanganga,489,7,7,0,0.0
2020-2021,Tottenham Hotspur,Matt Doherty,1238,24,15,9,0.007269789983844911
2020-2021,Tottenham Hotspur,Davinson Sánchez,1486,36,21,15,0.010094212651413189
2020-2021,Tottenham Hotspur,Gareth Bale,920,19,10,9,0.009782608695652175
2020-2021,Tottenham Hotspur,Érik Lamela,719,16,17,-1,-0.0013908205841446453
2020-2021,Tottenham Hotspur,Giovani Lo Celso,949,22,10,12,0.012644889357218124
2020-2021,Tottenham Hotspur,Serge Aurier,1609,35,20,15,0.009322560596643879
2020-2021,Tottenham Hotspur,Lucas Moura,1402,28,16,12,0.008559201141226819
2020-2021,Tottenham Hotspur,Tanguy Ndombele,2108,38,24,14,0.006641366223908918
2020-2021,Everton,Jordan Pickford,2743,36,38,-2,-0.0007291286912139992
2020-2021,Everton,Michael Keane,2990,41,42,-1,-0.00033444816053511704
2020-2021,Everton,Allan,2052,26,29,-3,-0.0014619883040935672
2020-2021,Everton,Richarlison,2872,38,37,1,0.00034818941504178273
2020-2021,Everton,Dominic Calvert-Lewin,2876,39,38,1,0.0003477051460361613
2020-2021,Everton,Gylfi Sigurðsson,2253,27,29,-2,-0.000887705281846427
2020-2021,Everton,Lucas Digne,2700,38,41,-3,-0.0011111111111111111
2020-2021,Everton,Yerry Mina,1939,32,22,10,0.005157297576070139
2020-2021,Everton,Abdoulaye Doucouré,2452,34,36,-2,-0.0008156606851549756
2020-2021,Everton,Ben Godfrey,2683,29,34,-5,-0.0018635855385762206
2020-2021,Everton,Séamus Coleman,1612,22,19,3,0.0018610421836228288
2020-2021,Everton,Robin Olsen,630,9,9,0,0.0
2020-2021,Everton,Mason Holgate,2289,24,31,-7,-0.0030581039755351682
2020-2021,Everton,Fabian Delph,261,2,6,-4,-0.01532567049808429
2020-2021,Everton,Joshua King,137,1,2,-1,-0.0072992700729927005
2020-2021,Everton,Alex Iwobi,1541,23,20,3,0.001946787800129786
2020-2021,Everton,Niels Nkounkou,81,0,1,-1,-0.012345679012345678
2020-2021,Everton,Bernard,448,4,7,-3,-0.006696428571428571
2020-2021,Everton,André Gomes,1569,24,21,3,0.0019120458891013384
2020-2021,Everton,Tom Davies,1424,17,23,-6,-0.004213483146067416
2020-2021,Crystal Palace,Vicente Guaita,3330,36,64,-28,-0.008408408408408409
2020-2021,Crystal Palace,Joel Ward,2255,25,43,-18,-0.007982261640798226
2020-2021,Crystal Palace,James Tomkins,552,6,12,-6,-0.010869565217391304
2020-2021,Crystal Palace,Cheikhou Kouyaté,3122,37,56,-19,-0.006085842408712364
2020-2021,Crystal Palace,Andros Townsend,2258,24,37,-13,-0.005757307351638618
2020-2021,Crystal Palace,Wilfried Zaha,2613,35,52,-17,-0.006505931879066207
2020-2021,Crystal Palace,Jeffrey Schlupp,1426,19,27,-8,-0.005610098176718092
2020-2021,Crystal Palace,Christian Benteke,1837,22,34,-12,-0.0065323897659227
2020-2021,Crystal Palace,James McCarthy,823,8,15,-7,-0.00850546780072904
2020-2021,Crystal Palace,Gary Cahill,1800,22,39,-17,-0.009444444444444445
2020-2021,Crystal Palace,Tyrick Mitchell,1710,22,32,-10,-0.005847953216374269
2020-2021,Crystal Palace,Jack Butland,90,3,2,1,0.011111111111111112
2020-2021,Crystal Palace,Patrick van Aanholt,1776,17,36,-19,-0.010698198198198198
2020-2021,Crystal Palace,Jordan Ayew,2097,20,42,-22,-0.010491177873152123
2020-2021,Crystal Palace,Jean-Philippe Mateta,218,2,4,-2,-0.009174311926605505
2020-2021,Crystal Palace,Nathaniel Clyne,1147,14,22,-8,-0.006974716652136007
2020-2021,Crystal Palace,Michy Batshuayi,722,10,15,-5,-0.006925207756232687
2020-2021,Crystal Palace,Martin Kelly,1,0,0,0,0.0
2020-2021,Crystal Palace,Jaïro Riedewald,1815,20,40,-20,-0.011019283746556474
2020-2021,Burnley,Will Norris,180,0,4,-4,-0.022222222222222223
2020-2021,Burnley,Matthew Lowton,3060,29,47,-18,-0.0058823529411764705
2020-2021,Burnley,Charlie Taylor,2428,18,41,-23,-0.009472817133443162
2020-2021,Burnley,Jack Cork,1352,17,24,-7,-0.005177514792899409
2020-2021,Burnley,James Tarkowski,3240,30,50,-20,-0.006172839506172839
2020-2021,Burnley,Ben Mee,2694,28,41,-13,-0.004825538233110616
2020-2021,Burnley,Jóhann Berg Guðmundsson,1369,15,24,-9,-0.006574141709276844
2020-2021,Burnley,Josh Brownhill,2815,24,41,-17,-0.006039076376554174
2020-2021,Burnley,Chris Wood,2750,27,42,-15,-0.005454545454545455
2020-2021,Burnley,Dwight McNeil,3071,31,49,-18,-0.005861282969716704
2020-2021,Burnley,Ashley Westwood,3411,32,54,-22,-0.006449721489299325
2020-2021,Burnley,Bailey Peacock-Farrell,360,2,14,-12,-0.03333333333333333
2020-2021,Burnley,Ashley Barnes,1334,10,19,-9,-0.006746626686656672
2020-2021,Burnley,Jay Rodriguez,1254,9,24,-15,-0.011961722488038277
2020-2021,Burnley,Erik Pieters,1262,15,18,-3,-0.002377179080824089
2020-2021,Burnley,Matěj Vydra,1368,17,25,-8,-0.005847953216374269
2020-2021,Burnley,Jimmy Dunne,270,2,5,-3,-0.011111111111111112
2020-2021,Burnley,Lewis Richardson,2,0,0,0,0.0
2020-2021,West Bromwich Albion,Sam Johnstone,3330,30,71,-41,-0.012312312312312312
2020-2021,West Bromwich Albion,Darnell Furlong,2930,27,60,-33,-0.011262798634812287
2020-2021,West Bromwich Albion,Hal Robson-Kanu,546,4,12,-8,-0.014652014652014652
2020-2021,West Bromwich Albion,Kyle Bartley,2583,30,52,-22,-0.008517228029423151
2020-2021,West Bromwich Albion,Semi Ajayi,2839,29,68,-39,-0.013737231419513914
2020-2021,West Bromwich Albion,Matt Phillips,1826,17,40,-23,-0.012595837897042717
2020-2021,West Bromwich Albion,Matheus Pereira,2639,31,57,-26,-0.009852216748768473
2020-2021,West Bromwich Albion,Conor Townsend,2235,22,35,-13,-0.0058165548098434005
2020-2021,West Bromwich Albion,Conor Gallagher,2532,16,45,-29,-0.011453396524486572
2020-2021,West Bromwich Albion,Ainsley Maitland-Niles,1718,21,22,-1,-0.0005820721769499418
2020-2021,West Bromwich Albion,Okay Yokuşlu,1319,16,20,-4,-0.003032600454890068
2020-2021,West Bromwich Albion,David Button,90,3,2,1,0.011111111111111112
2020-2021,West Bromwich Albion,Callum Robinson,1567,22,41,-19,-0.012125079770261647
2020-2021,West Bromwich Albion,Grady Diangana,1239,9,30,-21,-0.01694915254237288
2020-2021,West Bromwich Albion,Mbaye Diagne,1193,15,17,-2,-0.0016764459346186086
2020-2021,West Bromwich Albion,Lee Peltier,229,1,7,-6,-0.026200873362445413
2020-2021,West Bromwich Albion,Dara O'Shea,2103,16,50,-34,-0.016167379933428434
2020-2021,West Bromwich Albion,Karlan Grant,1133,6,23,-17,-0.01500441306266549
2020-2021,Aston Villa,Emiliano Martínez,3420,52,45,7,0.0020467836257309943
2020-2021,Aston Villa,Ezri Konsa,3195,48,45,3,0.0009389671361502347
2020-2021,Aston Villa,Tyrone Mings,3240,49,41,8,0.0024691358024691358
2020-2021,Aston Villa,John McGinn,3330,50,45,5,0.0015015015015015015
2020-2021,Aston Villa,Jack Grealish,2185,38,28,10,0.004576659038901602
2020-2021,Aston Villa,Ollie Watkins,3330,52,45,7,0.002102102102102102
2020-2021,Aston Villa,Bertrand Traoré,2334,32,30,2,0.000856898029134533
2020-2021,Aston Villa,Matt Targett,3405,52,43,9,0.0026431718061674008
2020-2021,Aston Villa,Marvelous Nakamba,749,9,6,3,0.004005340453938585
2020-2021,Aston Villa,Anwar El Ghazi,1613,21,21,0,0.0
2020-2021,Aston Villa,Kortney Hause,630,12,6,6,0.009523809523809525
2020-2021,Aston Villa,Neil Taylor,15,0,2,-2,-0.13333333333333333
2020-2021,Aston Villa,Douglas Luiz,2796,42,40,2,0.000715307582260372
2020-2021,Aston Villa,Wesley Moraes,15,0,1,-1,-0.06666666666666667
2020-2021,Aston Villa,Ahmed Elmohamady,833,8,8,0,0.0
2020-2021,Aston Villa,Keinan Davis,263,5,1,4,0.015209125475285171
2020-2021,Aston Villa,Jacob Ramsey,616,9,10,-1,-0.0016233766233766235
2020-2021,Aston Villa,Carney Chukwuemeka,18,0,0,0,0.0
2020-2021,Leicester City,Kasper Schmeichel,3420,64,48,16,0.004678362573099415
2020-2021,Leicester City,Wesley Fofana,2266,40,29,11,0.0048543689320388345
2020-2021,Leicester City,Çağlar Söyüncü,1815,40,29,11,0.006060606060606061
2020-2021,Leicester City,Youri Tielemans,3358,64,48,16,0.004764740917212627
2020-2021,Leicester City,Jamie Vardy,2844,58,42,16,0.005625879043600563
2020-2021,Leicester City,James Maddison,2105,38,27,11,0.005225653206650831
2020-2021,Leicester City,Marc Albrighton,1740,34,20,14,0.008045977011494253
2020-2021,Leicester City,Kelechi Iheanacho,1456,28,22,6,0.004120879120879121
2020-2021,Leicester City,Wilfred Ndidi,2179,44,30,14,0.006424965580541533
2020-2021,Leicester City,Timothy Castagne,2347,47,36,11,0.004686834256497656
2020-2021,Leicester City,Luke Thomas,972,23,17,6,0.006172839506172839
2020-2021,Leicester City,Wes Morgan,15,1,0,1,0.06666666666666667
2020-2021,Leicester City,Ayoze Pérez,1331,26,21,5,0.003756574004507889
2020-2021,Leicester City,Daniel Amartey,720,12,12,0,0.0
2020-2021,Leicester City,Hamza Choudhury,313,3,2,1,0.003194888178913738
2020-2021,Leicester City,Ricardo Pereira,957,15,18,-3,-0.003134796238244514
2020-2021,Leicester City,Nampalys Mendy,1457,25,23,2,0.0013726835964310226
2020-2021,Leicester City,Dennis Praet,723,11,11,0,0.0
2020-2021,Leicester City,Christian Fuchs,702,13,8,5,0.007122507122507123
2020-2021,Manchester City,Ederson,3240,75,27,48,0.014814814814814815
2020-2021,Manchester City,Kyle Walker,1946,47,20,27,0.013874614594039054
2020-2021,Manchester City,Rúben Dias,2845,67,20,47,0.016520210896309315
2020-2021,Manchester City,John Stones,1980,53,12,41,0.02070707070707071
2020-2021,Manchester City,Raheem Sterling,2536,57,22,35,0.013801261829652996
2020-2021,Manchester City,Gabriel Jesus,2060,53,16,37,0.017961165048543688
2020-2021,Manchester City,Oleksandr Zinchenko,1474,41,14,27,0.018317503392130258
2020-2021,Manchester City,Kevin De Bruyne,2001,44,16,28,0.013993003498250875
2020-2021,Manchester City,Fernandinho,1181,29,10,19,0.016088060965283656
2020-2021,Manchester City,Riyad Mahrez,1955,47,22,25,0.01278772378516624
2020-2021,Manchester City,Phil Foden,1612,46,15,31,0.019230769230769232
2020-2021,Manchester City,Zack Steffen,90,3,1,2,0.022222222222222223
2020-2021,Manchester City,Nathan Aké,797,16,12,4,0.005018820577164366
2020-2021,Manchester City,İlkay Gündoğan,2031,55,15,40,0.019694731659281144
2020-2021,Manchester City,Sergio Agüero,559,11,4,7,0.012522361359570662
2020-2021,Manchester City,Aymeric Laporte,1342,29,10,19,0.014157973174366617
2020-2021,Manchester City,Rodri,2748,63,26,37,0.013464337700145561
2020-2021,Manchester City,Bernardo Silva,2070,51,18,33,0.015942028985507246
2020-2021,Manchester City,Ferrán Torres,1307,29,13,16,0.01224177505738332
2020-2021,Manchester City,Benjamin Mendy,955,22,9,13,0.013612565445026177
2020-2021,Sheffield United,Aaron Ramsdale,3420,19,60,-41,-0.011988304093567251
2020-2021,Sheffield United,George Baldock,2789,15,49,-34,-0.012190749372534958
2020-2021,Sheffield United,Enda Stevens,2700,13,51,-38,-0.014074074074074074
2020-2021,Sheffield United,John Fleck,2576,15,44,-29,-0.01125776397515528
2020-2021,Sheffield United,Chris Basham,2586,13,50,-37,-0.014307811291569992
2020-2021,Sheffield United,John Egan,2708,15,48,-33,-0.012186115214180207
2020-2021,Sheffield United,Oliver Norwood,2225,11,41,-30,-0.01348314606741573
2020-2021,Sheffield United,David McGoldrick,2402,16,36,-20,-0.00832639467110741
2020-2021,Sheffield United,Jack Robinson,876,7,11,-4,-0.0045662100456621
2020-2021,Sheffield United,Ben Osborn,1604,6,28,-22,-0.01371571072319202
2020-2021,Sheffield United,Daniel Jebbison,284,2,2,0,0.0
2020-2021,Sheffield United,John Lundstram,2082,14,38,-24,-0.011527377521613832
2020-2021,Sheffield United,Max Lowe,552,4,10,-6,-0.010869565217391304
2020-2021,Sheffield United,Phil Jagielka,559,4,11,-7,-0.012522361359570662
2020-2021,Sheffield United,Jayden Bogle,1109,8,19,-11,-0.009918845807033363
2020-2021,Sheffield United,Rhian Brewster,1123,7,16,-9,-0.008014247551202136
2020-2021,Sheffield United,Kean Bryan,1007,4,15,-11,-0.010923535253227408
2020-2021,Wolverhampton Wanderers,Rui Patrício,3330,34,48,-14,-0.004204204204204204
2020-2021,Wolverhampton Wanderers,Rayan Aït Nouri,1405,15,22,-7,-0.00498220640569395
2020-2021,Wolverhampton Wanderers,Rúben Neves,2680,24,42,-18,-0.006716417910447761
2020-2021,Wolverhampton Wanderers,Willy Boly,1880,19,27,-8,-0.00425531914893617
2020-2021,Wolverhampton Wanderers,Conor Coady,3304,33,48,-15,-0.004539951573849879
2020-2021,Wolverhampton Wanderers,Fábio Silva,1353,17,27,-10,-0.007390983000739098
2020-2021,Wolverhampton Wanderers,Nélson Semedo,2988,29,42,-13,-0.004350736278447122
2020-2021,Wolverhampton Wanderers,Romain Saïss,2408,24,38,-14,-0.005813953488372093
2020-2021,Wolverhampton Wanderers,João Moutinho,2533,24,37,-13,-0.005132254243979471
2020-2021,Wolverhampton Wanderers,Leander Dendoncker,2501,25,31,-6,-0.0023990403838464614
2020-2021,Wolverhampton Wanderers,Adama Traoré,2643,29,39,-10,-0.0037835792659856224
2020-2021,Wolverhampton Wanderers,John Ruddy,90,0,1,-1,-0.011111111111111112
2020-2021,Wolverhampton Wanderers,Ki-Jana Hoever,571,3,10,-7,-0.012259194395796848
2020-2021,Wolverhampton Wanderers,Fernando Marçal,620,7,8,-1,-0.0016129032258064516
2020-2021,Wolverhampton Wanderers,Willian José,1115,11,13,-2,-0.0017937219730941704
2020-2021,Wolverhampton Wanderers,Morgan Gibbs-White,410,4,6,-2,-0.004878048780487805
2020-2021,Wolverhampton Wanderers,Vitinha,511,5,8,-3,-0.005870841487279843
2020-2021,Wolverhampton Wanderers,Max Kilman,1306,11,11,0,0.0
2020-2021,West Ham United,Łukasz Fabiański,3150,55,40,15,0.004761904761904762
2020-2021,West Ham United,Aaron Cresswell,3172,58,38,20,0.006305170239596469
2020-2021,West Ham United,Vladimír Coufal,3055,56,39,17,0.005564648117839607
2020-2021,West Ham United,Jesse Lingard,1426,30,16,14,0.009817671809256662
2020-2021,West Ham United,Craig Dawson,1980,39,21,18,0.00909090909090909
2020-2021,West Ham United,Pablo Fornals,2585,42,32,10,0.0038684719535783366
2020-2021,West Ham United,Jarrod Bowen,2578,41,29,12,0.004654771140418929
2020-2021,West Ham United,Angelo Ogbonna,2493,40,33,7,0.002807862013638187
2020-2021,West Ham United,Tomáš Souček,3420,60,43,17,0.004970760233918129
2020-2021,West Ham United,Michail Antonio,1984,37,22,15,0.007560483870967742
2020-2021,West Ham United,Declan Rice,2880,50,34,16,0.005555555555555556
2020-2021,West Ham United,Darren Randolph,270,5,3,2,0.007407407407407408
2020-2021,West Ham United,Fabián Balbuena,1207,19,19,0,0.0
2020-2021,West Ham United,Andriy Yarmolenko,362,7,7,0,0.0
2020-2021,West Ham United,Saïd Benrahma,1387,27,17,10,0.007209805335255948
2020-2021,West Ham United,Mark Noble,705,11,13,-2,-0.0028368794326241137
2020-2021,West Ham United,Issa Diop,1378,24,18,6,0.0043541364296081275
2020-2021,West Ham United,Ryan Fredericks,564,6,9,-3,-0.005319148936170213
2020-2021,West Ham United,Ben Johnson,518,10,8,2,0.003861003861003861
2020-2021,Leeds United,Kiko Casilla,270,5,2,3,0.011111111111111112
2020-2021,Leeds United,Luke Ayling,3400,60,52,8,0.002352941176470588
2020-2021,Leeds United,Liam Cooper,2232,38,39,-1,-0.00044802867383512545
2020-2021,Leeds United,Ezgjan Alioski,2464,45,34,11,0.004464285714285714
2020-2021,Leeds United,Stuart Dallas,3411,60,51,9,0.002638522427440633
2020-2021,Leeds United,Raphinha,2363,42,33,9,0.003808717731696995
2020-2021,Leeds United,Pablo Hernández,417,11,6,5,0.011990407673860911
2020-2021,Leeds United,Rodrigo,1288,28,21,7,0.005434782608695652
2020-2021,Leeds United,Jack Harrison,2857,52,43,9,0.003150157507875394
2020-2021,Leeds United,Kalvin Phillips,2430,44,34,10,0.00411522633744856
2020-2021,Leeds United,Gaetano Berardi,113,4,0,4,0.035398230088495575
2020-2021,Leeds United,Illan Meslier,3150,55,50,5,0.0015873015873015873
2020-2021,Leeds United,Ian Carlo Poveda,341,4,5,-1,-0.002932551319648094
2020-2021,Leeds United,Patrick Bamford,3062,49,48,1,0.00032658393207054214
2020-2021,Leeds United,Tyler Roberts,1338,19,18,1,0.0007473841554559044
2020-2021,Leeds United,Pascal Struijk,2074,37,30,7,0.0033751205400192863
2020-2021,Leeds United,Leif Davis,31,1,0,1,0.03225806451612903
2020-2021,Leeds United,Jamie Shackleton,453,7,10,-3,-0.006622516556291391
2020-2021,Arsenal,Bernd Leno,3150,50,33,17,0.005396825396825397
2020-2021,Arsenal,Kieran Tierney,2301,33,24,9,0.003911342894393742
2020-2021,Arsenal,Gabriel Dos Santos,2024,28,22,6,0.0029644268774703555
2020-2021,Arsenal,Martin Ødegaard,866,17,11,6,0.006928406466512702
2020-2021,Arsenal,Pierre-Emerick Aubameyang,2336,32,24,8,0.003424657534246575
2020-2021,Arsenal,Rob Holding,2557,37,22,15,0.005866249511145874
2020-2021,Arsenal,Thomas Partey,1536,20,16,4,0.0026041666666666665
2020-2021,Arsenal,Nicolas Pépé,1650,26,20,6,0.0036363636363636364
2020-2021,Arsenal,Calum Chambers,752,14,9,5,0.006648936170212766
2020-2021,Arsenal,Emile Smith Rowe,1449,32,9,23,0.015873015873015872
2020-2021,Arsenal,Granit Xhaka,2558,42,25,17,0.006645817044566067
2020-2021,Arsenal,Rúnar Alex Rúnarsson,15,0,0,0,0.0
2020-2021,Arsenal,Bukayo Saka,2562,36,27,9,0.00351288056206089
2020-2021,Arsenal,Dani Ceballos,1613,23,15,8,0.0049597024178549285
2020-2021,Arsenal,Alexandre Lacazette,1929,31,20,11,0.005702436495593572
2020-2021,Arsenal,Cédric Soares,745,16,11,5,0.006711409395973154
2020-2021,Arsenal,Pablo Marí,900,17,7,10,0.011111111111111112
2020-2021,Arsenal,Mohamed Elneny,1542,27,17,10,0.00648508430609598
2020-2021,Arsenal,Eddie Nketiah,414,4,5,-1,-0.0024154589371980675
2020-2021,Arsenal,Martinelli,587,14,2,12,0.020442930153321975
2020-2021,Liverpool,Alisson,2970,57,32,25,0.008417508417508417
2020-2021,Liverpool,Fabinho,2566,51,29,22,0.00857365549493375
2020-2021,Liverpool,Georginio Wijnaldum,2947,55,39,16,0.005429250084832033
2020-2021,Liverpool,Thiago Alcántara,1857,33,18,15,0.008077544426494346
