,Season,Name,Age,Age_Squared,Min,Height,Position,Aerial_duels_per90,Assists_per90,Goals_per90,League,Squad
2,2019-2020,Charlie Daniels,32,1024,126.0,178cm," DF-MF (FB, left)",1.4285714285714286,0.0,0.0,1. Premier League,Bournemouth
0,2017-2018,Danny Welbeck,26,676,1194.0,185cm, FW-MF (WM),1.7293233082706767,0.15,0.38,1. Premier League,Arsenal
1,2018-2019,Danny Welbeck,27,729,153.0,185cm, FW-MF (WM),4.11764705882353,0.59,0.59,1. Premier League,Arsenal
2,2019-2020,Danny Welbeck,28,784,822.0,185cm, FW-MF (WM),3.076923076923077,0.0,0.22,1. Premier League,Watford
3,2020-2021,Danny Welbeck,29,841,1545.0,185cm, FW-MF (WM),1.2209302325581395,0.06,0.35,1. Premier League,Brighton
4,2021-2022,Danny Welbeck,30,900,1478.0,185cm, FW-MF (WM),2.8658536585365857,0.12,0.37,1. Premier League,Brighton
5,2022-2023,Danny Welbeck,31,961,1475.0,185cm, FW-MF (WM),1.707317073170732,0.12,0.24,1. Premier League,Brighton
0,2017-2018,Abdoulaye Doucouré,24,576,3324.0,180cm, MF (CM-DM),1.1382113821138211,0.08,0.19,1. Premier League,Watford
1,2018-2019,Abdoulaye Doucouré,25,625,3062.0,180cm, MF (CM-DM),1.1764705882352942,0.18,0.15,1. Premier League,Watford
2,2019-2020,Abdoulaye Doucouré,26,676,3156.0,180cm, MF (CM-DM),1.5669515669515668,0.06,0.11,1. Premier League,Watford
3,2020-2021,Abdoulaye Doucouré,27,729,2443.0,180cm, MF (CM-DM),1.4022140221402213,0.11,0.07,1. Premier League,Everton
4,2021-2022,Abdoulaye Doucouré,28,784,2537.0,180cm, MF (CM-DM),1.2411347517730498,0.14,0.07,1. Premier League,Everton
5,2022-2023,Abdoulaye Doucouré,29,841,993.0,180cm, MF (CM-DM),0.9090909090909091,0.18,0.18,1. Premier League,Everton
0,2019-2020,Armando Broja,17,289,5.0,191cm, FW,0.0,0.0,0.0,1. Premier League,Chelsea
1,2021-2022,Armando Broja,19,361,1975.0,191cm, FW,4.018264840182649,0.0,0.27,1. Premier League,Southampton
2,2022-2023,Armando Broja,20,400,294.0,191cm, FW,2.7272727272727275,0.0,0.31,1. Premier League,Chelsea
0,2017-2018,James Tomkins,28,784,2387.0,190cm," DF-MF (CB-DM, right)",4.339622641509434,0.0,0.11,1. Premier League,Crystal Palace
1,2018-2019,James Tomkins,29,841,2560.0,190cm," DF-MF (CB-DM, right)",3.204225352112676,0.04,0.04,1. Premier League,Crystal Palace
2,2019-2020,James Tomkins,30,900,1582.0,190cm," DF-MF (CB-DM, right)",3.4090909090909087,0.06,0.06,1. Premier League,Crystal Palace
3,2020-2021,James Tomkins,31,961,553.0,190cm," DF-MF (CB-DM, right)",1.8032786885245902,0.0,0.0,1. Premier League,Crystal Palace
4,2021-2022,James Tomkins,32,1024,547.0,190cm," DF-MF (CB-DM, right)",1.639344262295082,0.0,0.16,1. Premier League,Crystal Palace
5,2022-2023,James Tomkins,33,1089,338.0,190cm," DF-MF (CB-DM, right)",1.5789473684210527,0.0,0.27,1. Premier League,Crystal Palace
0,2017-2018,Jordan Ayew,25,625,2852.0,182cm, FW-MF,1.5772870662460567,0.06,0.22,1. Premier League,Swansea City
1,2018-2019,Jordan Ayew,26,676,1181.0,182cm, FW-MF,2.4427480916030535,0.15,0.08,1. Premier League,Crystal Palace
2,2019-2020,Jordan Ayew,27,729,3148.0,182cm, FW-MF,2.2,0.06,0.26,1. Premier League,Crystal Palace
3,2020-2021,Jordan Ayew,28,784,2096.0,182cm, FW-MF,1.2446351931330473,0.13,0.04,1. Premier League,Crystal Palace
4,2021-2022,Jordan Ayew,29,841,2019.0,182cm, FW-MF,1.4285714285714286,0.13,0.13,1. Premier League,Crystal Palace
5,2022-2023,Jordan Ayew,30,900,2091.0,182cm, FW-MF,1.8103448275862069,0.09,0.13,1. Premier League,Crystal Palace
0,2019-2020,Sébastien Haller,25,625,2266.0,187cm, FW,8.452380952380953,0.04,0.28,1. Premier League,West Ham
1,2020-2021,Sébastien Haller,26,676,937.0,187cm, FW,10.810123784261716,0.0,0.29,1. Premier League,West Ham
0,2021-2022,Ivan Toney,25,625,2909.0,179cm, FW,4.5510835913312695,0.15,0.37,1. Premier League,Brentford
1,2022-2023,Ivan Toney,26,676,2599.0,179cm, FW,3.4602076124567476,0.14,0.62,1. Premier League,Brentford
0,2019-2020,Mason Mount,20,400,2867.0,175cm, MF (AM-CM-WM),0.31347962382445144,0.16,0.22,1. Premier League,Chelsea
1,2020-2021,Mason Mount,21,441,2890.0,175cm, MF (AM-CM-WM),0.6542056074766355,0.16,0.19,1. Premier League,Chelsea
2,2021-2022,Mason Mount,22,484,2363.0,175cm, MF (AM-CM-WM),0.22813688212927757,0.38,0.42,1. Premier League,Chelsea
3,2022-2023,Mason Mount,23,529,1648.0,175cm, MF (AM-CM-WM),0.4918032786885246,0.11,0.16,1. Premier League,Chelsea
0,2017-2018,James Tarkowski,24,576,2790.0,185cm, DF (CB),4.645161290322581,0.0,0.0,1. Premier League,Burnley
1,2018-2019,James Tarkowski,25,625,3086.0,185cm, DF (CB),4.781341107871721,0.03,0.09,1. Premier League,Burnley
2,2019-2020,James Tarkowski,26,676,3420.0,185cm, DF (CB),5.157894736842105,0.05,0.05,1. Premier League,Burnley
3,2020-2021,James Tarkowski,27,729,3240.0,185cm, DF (CB),4.583333333333333,0.0,0.03,1. Premier League,Burnley
4,2021-2022,James Tarkowski,28,784,3106.0,185cm, DF (CB),4.434782608695652,0.06,0.03,1. Premier League,Burnley
5,2022-2023,James Tarkowski,29,841,2790.0,185cm, DF (CB),3.032258064516129,0.03,0.03,1. Premier League,Everton
0,2017-2018,Stephen Ward,31,961,2460.0,185cm," DF-FW-MF (FB-WM, left)",1.9780219780219779,0.04,0.04,1. Premier League,Burnley
1,2018-2019,Stephen Ward,32,1024,228.0,185cm," DF-FW-MF (FB-WM, left)",1.6,0.0,0.0,1. Premier League,Burnley
0,2017-2018,César Azpilicueta,27,729,3330.0,178cm," DF-MF (CB-FB, right)",2.1621621621621623,0.16,0.05,1. Premier League,Chelsea
1,2018-2019,César Azpilicueta,28,784,3402.0,178cm," DF-MF (CB-FB, right)",1.798941798941799,0.13,0.03,1. Premier League,Chelsea
2,2019-2020,César Azpilicueta,29,841,3229.0,178cm," DF-MF (CB-FB, right)",2.562674094707521,0.17,0.06,1. Premier League,Chelsea
3,2020-2021,César Azpilicueta,30,900,2188.0,178cm," DF-MF (CB-FB, right)",2.263374485596708,0.08,0.04,1. Premier League,Chelsea
4,2021-2022,César Azpilicueta,31,961,2070.0,178cm," DF-MF (CB-FB, right)",2.0,0.09,0.04,1. Premier League,Chelsea
5,2022-2023,César Azpilicueta,32,1024,1106.0,178cm," DF-MF (CB-FB, right)",1.8699186991869918,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Raheem Sterling,22,484,2587.0,170cm, FW-MF (AM-WM),0.24390243902439024,0.38,0.63,1. Premier League,Manchester City
1,2018-2019,Raheem Sterling,23,529,2771.0,170cm, FW-MF (AM-WM),0.487012987012987,0.29,0.55,1. Premier League,Manchester City
2,2019-2020,Raheem Sterling,24,576,2651.0,170cm, FW-MF (AM-WM),0.7457627118644068,0.03,0.68,1. Premier League,Manchester City
3,2020-2021,Raheem Sterling,25,625,2536.0,170cm, FW-MF (AM-WM),0.3191489361702128,0.25,0.35,1. Premier League,Manchester City
4,2021-2022,Raheem Sterling,26,676,2128.0,170cm, FW-MF (AM-WM),0.1694915254237288,0.21,0.55,1. Premier League,Manchester City
5,2022-2023,Raheem Sterling,27,729,1467.0,170cm, FW-MF (AM-WM),0.18404907975460122,0.12,0.25,1. Premier League,Chelsea
0,2017-2018,David Luiz,30,900,840.0,189cm, DF-MF (CB-DM),1.6129032258064515,0.0,0.11,1. Premier League,Chelsea
1,2018-2019,David Luiz,31,961,3238.0,189cm, DF-MF (CB-DM),2.2777777777777777,0.06,0.08,1. Premier League,Chelsea
2,2019-2020,David Luiz,32,1024,2809.0,189cm, DF-MF (CB-DM),1.6346153846153846,0.03,0.06,1. Premier League,Arsenal
3,2020-2021,David Luiz,33,1089,1396.0,189cm, DF-MF (CB-DM),2.2580645161290325,0.0,0.06,1. Premier League,Arsenal
0,2017-2018,Paul Dummett,25,625,1602.0,185cm," DF (FB, left)",3.033707865168539,0.0,0.0,1. Premier League,Newcastle Utd
1,2018-2019,Paul Dummett,26,676,1990.0,185cm," DF (FB, left)",2.6244343891402715,0.0,0.0,1. Premier League,Newcastle Utd
2,2019-2020,Paul Dummett,27,729,1228.0,185cm," DF (FB, left)",2.058823529411765,0.0,0.0,1. Premier League,Newcastle Utd
3,2020-2021,Paul Dummett,28,784,1255.0,185cm," DF (FB, left)",2.805755395683453,0.0,0.07,1. Premier League,Newcastle Utd
4,2021-2022,Paul Dummett,29,841,198.0,185cm," DF (FB, left)",2.2727272727272725,0.0,0.0,1. Premier League,Newcastle Utd
0,2017-2018,Nicolás Otamendi,29,841,2967.0,183cm, DF (CB),2.303030303030303,0.0,0.12,1. Premier League,Manchester City
1,2018-2019,Nicolás Otamendi,30,900,1236.0,183cm, DF (CB),2.9927007299270074,0.0,0.0,1. Premier League,Manchester City
2,2019-2020,Nicolás Otamendi,31,961,1715.0,183cm, DF (CB),3.1937172774869107,0.0,0.1,1. Premier League,Manchester City
3,2020-2021,Nicolás Otamendi,32,1024,0.0,183cm, DF (CB),2.925925925925926,0.0,0.0,1. Premier League,Manchester City
0,2017-2018,Moussa Sissoko,27,729,1386.0,187cm," MF (AM-CM-DM, right)",0.974025974025974,0.06,0.06,1. Premier League,Tottenham
1,2018-2019,Moussa Sissoko,28,784,2330.0,187cm," MF (AM-CM-DM, right)",0.888030888030888,0.12,0.0,1. Premier League,Tottenham
2,2019-2020,Moussa Sissoko,29,841,2452.0,187cm," MF (AM-CM-DM, right)",0.9558823529411765,0.04,0.07,1. Premier League,Tottenham
3,2020-2021,Moussa Sissoko,30,900,1585.0,187cm," MF (AM-CM-DM, right)",0.9090909090909091,0.0,0.0,1. Premier League,Tottenham
4,2021-2022,Moussa Sissoko,31,961,3220.0,187cm," MF (AM-CM-DM, right)",1.787709497206704,0.03,0.06,1. Premier League,Watford
0,2020-2021,Jamie Shackleton,20,400,461.0,182cm, MF,0.0,0.0,0.0,1. Premier League,Leeds United
1,2021-2022,Jamie Shackleton,21,441,709.0,182cm, MF,0.6329113924050632,0.0,0.0,1. Premier League,Leeds United
0,2017-2018,Ciaran Clark,27,729,1746.0,188cm," DF-MF (CB, left)",1.9587628865979383,0.05,0.1,1. Premier League,Newcastle Utd
1,2018-2019,Ciaran Clark,28,784,858.0,188cm," DF-MF (CB, left)",4.421052631578948,0.0,0.31,1. Premier League,Newcastle Utd
2,2019-2020,Ciaran Clark,29,841,1186.0,188cm," DF-MF (CB, left)",2.1969696969696972,0.0,0.15,1. Premier League,Newcastle Utd
3,2020-2021,Ciaran Clark,30,900,1891.0,188cm," DF-MF (CB, left)",3.2857142857142856,0.0,0.05,1. Premier League,Newcastle Utd
4,2021-2022,Ciaran Clark,31,961,1014.0,188cm," DF-MF (CB, left)",2.3008849557522124,0.09,0.0,1. Premier League,Newcastle Utd
0,2018-2019,Karlan Grant,20,400,877.0,183cm, FW-MF (AM),1.0309278350515465,0.0,0.41,1. Premier League,Huddersfield
1,2020-2021,Karlan Grant,22,484,1127.0,183cm, FW-MF (AM),1.12,0.0,0.08,1. Premier League,West Brom
0,2021-2022,Vitaly Janelt,23,529,2298.0,178cm, MF (CM),1.2941176470588236,0.0,0.16,1. Premier League,Brentford
1,2022-2023,Vitaly Janelt,24,576,1623.0,178cm, MF (CM),1.4444444444444444,0.06,0.17,1. Premier League,Brentford
0,2017-2018,Michael Keane,24,576,2560.0,191cm, DF (CB),4.507042253521127,0.04,0.0,1. Premier League,Everton
1,2018-2019,Michael Keane,25,625,2969.0,191cm, DF (CB),5.787878787878788,0.06,0.03,1. Premier League,Everton
2,2019-2020,Michael Keane,26,676,2559.0,191cm, DF (CB),4.542253521126761,0.0,0.07,1. Premier League,Everton
3,2020-2021,Michael Keane,27,729,2991.0,191cm, DF (CB),3.2831325301204815,0.03,0.09,1. Premier League,Everton
4,2021-2022,Michael Keane,28,784,2792.0,191cm, DF (CB),3.096774193548387,0.06,0.1,1. Premier League,Everton
5,2022-2023,Michael Keane,29,841,653.0,191cm, DF (CB),4.657534246575342,0.14,0.14,1. Premier League,Everton
0,2017-2018,Adam Smith,26,676,2071.0,174cm," DF-MF (FB, right)",0.5652173913043478,0.13,0.04,1. Premier League,Bournemouth
1,2018-2019,Adam Smith,27,729,2066.0,174cm," DF-MF (FB, right)",1.2173913043478262,0.04,0.04,1. Premier League,Bournemouth
2,2019-2020,Adam Smith,28,784,2055.0,174cm," DF-MF (FB, right)",1.4912280701754386,0.04,0.0,1. Premier League,Bournemouth
3,2022-2023,Adam Smith,31,961,2512.0,174cm," DF-MF (FB, right)",0.931899641577061,0.04,0.0,1. Premier League,Bournemouth
0,2017-2018,Charlie Taylor,23,529,950.0,175cm," DF (FB, left)",2.169811320754717,0.0,0.0,1. Premier League,Burnley
1,2018-2019,Charlie Taylor,24,576,3243.0,175cm," DF (FB, left)",1.9444444444444444,0.03,0.0,1. Premier League,Burnley
2,2019-2020,Charlie Taylor,25,625,1945.0,175cm," DF (FB, left)",2.083333333333333,0.05,0.0,1. Premier League,Burnley
3,2020-2021,Charlie Taylor,26,676,2426.0,175cm," DF (FB, left)",1.4444444444444444,0.04,0.0,1. Premier League,Burnley
4,2021-2022,Charlie Taylor,27,729,2731.0,175cm," DF (FB, left)",1.914191419141914,0.1,0.0,1. Premier League,Burnley
0,2017-2018,Alex Iwobi,21,441,1830.0,180cm, FW-MF (AM-WM),0.14778325123152708,0.25,0.15,1. Premier League,Arsenal
1,2018-2019,Alex Iwobi,22,484,1970.0,180cm, FW-MF (AM-WM),0.18264840182648404,0.27,0.14,1. Premier League,Arsenal
2,2019-2020,Alex Iwobi,23,529,1596.0,180cm, FW-MF (AM-WM),0.4519774011299435,0.0,0.06,1. Premier League,Everton
3,2020-2021,Alex Iwobi,24,576,1542.0,180cm, FW-MF (AM-WM),0.17543859649122806,0.12,0.06,1. Premier League,Everton
4,2021-2022,Alex Iwobi,25,625,2035.0,180cm, FW-MF (AM-WM),0.3982300884955752,0.09,0.09,1. Premier League,Everton
5,2022-2023,Alex Iwobi,26,676,2748.0,180cm, FW-MF (AM-WM),0.22950819672131148,0.2,0.03,1. Premier League,Everton
0,2017-2018,Marcus Rashford,19,361,1813.0,180cm, FW-MF (AM),0.8955223880597014,0.25,0.35,1. Premier League,Manchester Utd
1,2018-2019,Marcus Rashford,20,400,2334.0,180cm, FW-MF (AM),1.0810810810810811,0.23,0.39,1. Premier League,Manchester Utd
2,2019-2020,Marcus Rashford,21,441,2643.0,180cm, FW-MF (AM),0.6802721088435374,0.24,0.58,1. Premier League,Manchester Utd
3,2020-2021,Marcus Rashford,22,484,2920.0,180cm, FW-MF (AM),0.7716049382716049,0.28,0.34,1. Premier League,Manchester Utd
4,2021-2022,Marcus Rashford,23,529,1235.0,180cm, FW-MF (AM),0.7299270072992701,0.15,0.29,1. Premier League,Manchester Utd
5,2022-2023,Marcus Rashford,24,576,2386.0,180cm, FW-MF (AM),0.7169811320754716,0.15,0.57,1. Premier League,Manchester Utd
0,2017-2018,Badou Ndiaye,26,676,1138.0,179cm, MF (AM-CM-DM),0.7936507936507937,0.08,0.16,1. Premier League,Stoke City
0,2020-2021,Wesley Fofana,19,361,2262.0,185cm," DF (CB, right)",5.50597609561753,0.0,0.0,1. Premier League,Leicester City
1,2021-2022,Wesley Fofana,20,400,630.0,185cm," DF (CB, right)",2.857142857142857,0.0,0.0,1. Premier League,Leicester City
2,2022-2023,Wesley Fofana,21,441,963.0,185cm," DF (CB, right)",4.7988505747126435,0.0,0.11,1. Premier League,Chelsea
0,2017-2018,Ainsley Maitland-Niles,19,361,914.0,180cm, DF-FW-MF (FB-WM),0.5882352941176471,0.0,0.0,1. Premier League,Arsenal
1,2018-2019,Ainsley Maitland-Niles,20,400,987.0,180cm, DF-FW-MF (FB-WM),0.5454545454545454,0.09,0.09,1. Premier League,Arsenal
2,2019-2020,Ainsley Maitland-Niles,21,441,1386.0,180cm, DF-FW-MF (FB-WM),1.103896103896104,0.13,0.0,1. Premier League,Arsenal
3,2020-2021,Ainsley Maitland-Niles,22,484,1720.0,180cm, DF-FW-MF (FB-WM),0.9205190592051905,0.0,0.0,1. Premier League,Arsenal
4,2021-2022,Ainsley Maitland-Niles,23,529,268.0,180cm, DF-FW-MF (FB-WM),2.4814814814814814,0.0,0.0,1. Premier League,Arsenal
5,2022-2023,Ainsley Maitland-Niles,24,576,1160.0,180cm, DF-FW-MF (FB-WM),1.1627906976744187,0.0,0.0,1. Premier League,Southampton
0,2018-2019,Artur Boruc,38,1444,1080.0,193cm, GK,0.16666666666666666,0.0,0.0,1. Premier League,Bournemouth
0,2020-2021,Diego Llorente,26,676,1204.0,185cm, DF (CB),5.462686567164178,0.0,0.07,1. Premier League,Leeds United
1,2021-2022,Diego Llorente,27,729,2340.0,185cm, DF (CB),1.8846153846153846,0.0,0.12,1. Premier League,Leeds United
2,2022-2023,Diego Llorente,28,784,649.0,185cm, DF (CB),4.264705882352941,0.0,0.0,1. Premier League,Leeds United
0,2021-2022,William Troost-Ekong,27,729,1390.0,191cm, DF-MF (CB),1.5584415584415585,0.0,0.0,1. Premier League,Watford
0,2017-2018,Isaac Hayden,22,484,1374.0,187cm, DF-MF (CB-CM-DM),3.1372549019607843,0.0,0.07,1. Premier League,Newcastle Utd
1,2018-2019,Isaac Hayden,23,529,1859.0,187cm, DF-MF (CB-CM-DM),2.5120772946859904,0.19,0.05,1. Premier League,Newcastle Utd
2,2019-2020,Isaac Hayden,24,576,2223.0,187cm, DF-MF (CB-CM-DM),1.9838056680161944,0.08,0.04,1. Premier League,Newcastle Utd
3,2020-2021,Isaac Hayden,25,625,1942.0,187cm, DF-MF (CB-CM-DM),2.5925925925925926,0.0,0.0,1. Premier League,Newcastle Utd
4,2021-2022,Isaac Hayden,26,676,1002.0,187cm, DF-MF (CB-CM-DM),1.7117117117117118,0.0,0.09,1. Premier League,Newcastle Utd
0,2017-2018,Laurent Koscielny,31,961,2225.0,186cm, DF (CB),3.117408906882591,0.0,0.08,1. Premier League,Arsenal
1,2018-2019,Laurent Koscielny,32,1024,1331.0,186cm, DF (CB),1.689189189189189,0.0,0.2,1. Premier League,Arsenal
0,2020-2021,Edouard Mendy,28,784,2745.0,197cm, GK,0.13114754098360656,0.0,0.0,1. Premier League,Chelsea
1,2021-2022,Edouard Mendy,29,841,3060.0,197cm, GK,0.3235294117647059,0.0,0.0,1. Premier League,Chelsea
2,2022-2023,Edouard Mendy,30,900,765.0,197cm, GK,0.23529411764705882,0.0,0.0,1. Premier League,Chelsea
0,2017-2018,Steve Mounié,22,484,1855.0,190cm, FW,6.941747572815533,0.05,0.34,1. Premier League,Huddersfield
1,2018-2019,Steve Mounié,23,529,1778.0,190cm, FW,10.606060606060606,0.15,0.1,1. Premier League,Huddersfield
0,2021-2022,Hassane Kamara,27,729,1623.0,166cm," DF-MF (DM-FB, left)",2.0,0.0,0.06,1. Premier League,Watford
0,2017-2018,Hal Robson-Kanu,28,784,827.0,183cm, FW-MF (AM-WM),2.608695652173913,0.0,0.22,1. Premier League,West Brom
1,2020-2021,Hal Robson-Kanu,31,961,561.0,183cm, FW-MF (AM-WM),1.7741935483870968,0.0,0.32,1. Premier League,West Brom
0,2018-2019,Kortney Hause,23,529,0.0,189cm, DF (CB),5.454545454545454,0.0,0.0,1. Premier League,Wolves
1,2019-2020,Kortney Hause,24,576,1545.0,189cm, DF (CB),5.7558139534883725,0.0,0.06,1. Premier League,Aston Villa
2,2020-2021,Kortney Hause,25,625,630.0,189cm, DF (CB),5.571428571428571,0.0,0.14,1. Premier League,Aston Villa
3,2021-2022,Kortney Hause,26,676,397.0,189cm, DF (CB),4.545454545454545,0.0,0.23,1. Premier League,Aston Villa
0,2017-2018,Oleksandr Zinchenko,20,400,532.0,175cm," DF-MF (FB, left)",2.711864406779661,0.0,0.0,1. Premier League,Manchester City
1,2018-2019,Oleksandr Zinchenko,21,441,1151.0,175cm," DF-MF (FB, left)",1.875,0.23,0.0,1. Premier League,Manchester City
2,2019-2020,Oleksandr Zinchenko,22,484,1276.0,175cm," DF-MF (FB, left)",1.8309859154929577,0.0,0.0,1. Premier League,Manchester City
3,2020-2021,Oleksandr Zinchenko,23,529,1478.0,175cm," DF-MF (FB, left)",1.7682926829268295,0.0,0.0,1. Premier League,Manchester City
4,2021-2022,Oleksandr Zinchenko,24,576,1047.0,175cm," DF-MF (FB, left)",1.293103448275862,0.34,0.0,1. Premier League,Manchester City
5,2022-2023,Oleksandr Zinchenko,25,625,1825.0,175cm," DF-MF (FB, left)",2.0689655172413794,0.1,0.05,1. Premier League,Arsenal
0,2018-2019,Ryan Bennett,28,784,3060.0,188cm, DF (CB),3.5,0.0,0.03,1. Premier League,Wolves
1,2019-2020,Ryan Bennett,29,841,937.0,188cm, DF (CB),5.147236789027833,0.0,0.0,1. Premier League,Leicester City
0,2017-2018,Chris Löwe,28,784,1588.0,175cm," DF-MF (FB, left)",0.6818181818181818,0.0,0.0,1. Premier League,Huddersfield
1,2018-2019,Chris Löwe,29,841,2057.0,175cm," DF-MF (FB, left)",1.0043668122270744,0.09,0.0,1. Premier League,Huddersfield
0,2017-2018,Dominic Calvert-Lewin,20,400,1882.0,189cm, FW-MF,6.363636363636364,0.29,0.19,1. Premier League,Everton
1,2018-2019,Dominic Calvert-Lewin,21,441,1784.0,189cm, FW-MF,5.555555555555555,0.1,0.3,1. Premier League,Everton
2,2019-2020,Dominic Calvert-Lewin,22,484,2626.0,189cm, FW-MF,6.061643835616438,0.03,0.45,1. Premier League,Everton
3,2020-2021,Dominic Calvert-Lewin,23,529,2871.0,189cm, FW-MF,4.7962382445141065,0.0,0.5,1. Premier League,Everton
4,2021-2022,Dominic Calvert-Lewin,24,576,1283.0,189cm, FW-MF,6.573426573426573,0.14,0.35,1. Premier League,Everton
5,2022-2023,Dominic Calvert-Lewin,25,625,731.0,189cm, FW-MF,4.320987654320988,0.0,0.12,1. Premier League,Everton
0,2020-2021,Eberechi Eze,22,484,2559.0,173cm, FW-MF (AM-WM),0.4225352112676057,0.21,0.14,1. Premier League,Crystal Palace
1,2021-2022,Eberechi Eze,23,529,605.0,173cm, FW-MF (AM-WM),1.044776119402985,0.15,0.15,1. Premier League,Crystal Palace
2,2022-2023,Eberechi Eze,24,576,2006.0,173cm, FW-MF (AM-WM),0.6278026905829596,0.13,0.31,1. Premier League,Crystal Palace
